Epoch 1: loss 0.00000811, MAE 36.13, MSE 102.87, Best MAE 36.13, Best MSE 102.87 
Epoch 45: loss 0.00000129, MAE 23.03, MSE 69.83, Best MAE 19.21, Best MSE 55.71 
Epoch 46: loss 0.00000130, MAE 19.58, MSE 63.38, Best MAE 19.21, Best MSE 55.71 
Epoch 47: loss 0.00000133, MAE 18.37, MSE 58.96, Best MAE 18.37, Best MSE 58.96 
Epoch 48: loss 0.00000134, MAE 17.92, MSE 55.60, Best MAE 17.92, Best MSE 55.60 
Epoch 49: loss 0.00000144, MAE 27.01, MSE 84.89, Best MAE 17.92, Best MSE 55.60 
Epoch 50: loss 0.00000152, MAE 24.47, MSE 65.88, Best MAE 17.92, Best MSE 55.60 
Epoch 51: loss 0.00000160, MAE 22.92, MSE 71.69, Best MAE 17.92, Best MSE 55.60 
Epoch 52: loss 0.00000135, MAE 19.05, MSE 63.01, Best MAE 17.92, Best MSE 55.60 
Epoch 53: loss 0.00000130, MAE 22.14, MSE 72.36, Best MAE 17.92, Best MSE 55.60 
Epoch 54: loss 0.00000134, MAE 21.16, MSE 70.91, Best MAE 17.92, Best MSE 55.60 
Epoch 55: loss 0.00000135, MAE 20.48, MSE 68.58, Best MAE 17.92, Best MSE 55.60 
Epoch 56: loss 0.00000129, MAE 21.14, MSE 67.55, Best MAE 17.92, Best MSE 55.60 
Epoch 57: loss 0.00000131, MAE 23.66, MSE 72.02, Best MAE 17.92, Best MSE 55.60 
Epoch 58: loss 0.00000131, MAE 22.00, MSE 72.38, Best MAE 17.92, Best MSE 55.60 
Epoch 59: loss 0.00000131, MAE 21.63, MSE 71.92, Best MAE 17.92, Best MSE 55.60 
Epoch 60: loss 0.00000133, MAE 20.65, MSE 66.55, Best MAE 17.92, Best MSE 55.60 
Epoch 61: loss 0.00000129, MAE 21.64, MSE 67.60, Best MAE 17.92, Best MSE 55.60 
Epoch 62: loss 0.00000131, MAE 24.27, MSE 71.86, Best MAE 17.92, Best MSE 55.60 
Epoch 63: loss 0.00000132, MAE 18.16, MSE 59.94, Best MAE 17.92, Best MSE 55.60 
Epoch 64: loss 0.00000134, MAE 20.82, MSE 70.69, Best MAE 17.92, Best MSE 55.60 
Epoch 65: loss 0.00000131, MAE 23.26, MSE 69.78, Best MAE 17.92, Best MSE 55.60 
Epoch 66: loss 0.00000132, MAE 24.20, MSE 68.29, Best MAE 17.92, Best MSE 55.60 
Epoch 67: loss 0.00000133, MAE 18.82, MSE 60.74, Best MAE 17.92, Best MSE 55.60 
Epoch 68: loss 0.00000131, MAE 18.62, MSE 58.60, Best MAE 17.92, Best MSE 55.60 
Epoch 69: loss 0.00000164, MAE 20.15, MSE 68.65, Best MAE 17.92, Best MSE 55.60 
Epoch 70: loss 0.00000140, MAE 20.24, MSE 66.18, Best MAE 17.92, Best MSE 55.60 
Epoch 71: loss 0.00000131, MAE 21.51, MSE 64.99, Best MAE 17.92, Best MSE 55.60 
Epoch 72: loss 0.00000129, MAE 19.93, MSE 65.25, Best MAE 17.92, Best MSE 55.60 
Epoch 73: loss 0.00000130, MAE 19.29, MSE 65.54, Best MAE 17.92, Best MSE 55.60 
Epoch 74: loss 0.00000123, MAE 22.30, MSE 65.16, Best MAE 17.92, Best MSE 55.60 
Epoch 75: loss 0.00000127, MAE 21.59, MSE 69.71, Best MAE 17.92, Best MSE 55.60 
Epoch 76: loss 0.00000126, MAE 26.26, MSE 71.75, Best MAE 17.92, Best MSE 55.60 
Epoch 77: loss 0.00000125, MAE 19.31, MSE 64.50, Best MAE 17.92, Best MSE 55.60 
Epoch 78: loss 0.00000130, MAE 20.60, MSE 70.32, Best MAE 17.92, Best MSE 55.60 
Epoch 79: loss 0.00000130, MAE 22.14, MSE 69.21, Best MAE 17.92, Best MSE 55.60 
Epoch 80: loss 0.00000131, MAE 26.09, MSE 73.06, Best MAE 17.92, Best MSE 55.60 
Epoch 81: loss 0.00000127, MAE 22.30, MSE 69.50, Best MAE 17.92, Best MSE 55.60 
Epoch 82: loss 0.00000127, MAE 22.02, MSE 75.02, Best MAE 17.92, Best MSE 55.60 
Epoch 83: loss 0.00000126, MAE 19.71, MSE 68.57, Best MAE 17.92, Best MSE 55.60 
Epoch 84: loss 0.00000130, MAE 22.48, MSE 69.85, Best MAE 17.92, Best MSE 55.60 
Epoch 85: loss 0.00000128, MAE 22.19, MSE 65.30, Best MAE 17.92, Best MSE 55.60 
Epoch 86: loss 0.00000122, MAE 19.96, MSE 64.95, Best MAE 17.92, Best MSE 55.60 
Epoch 87: loss 0.00000127, MAE 21.25, MSE 67.32, Best MAE 17.92, Best MSE 55.60 
Epoch 88: loss 0.00000127, MAE 19.47, MSE 71.85, Best MAE 17.92, Best MSE 55.60 
Epoch 89: loss 0.00000123, MAE 21.17, MSE 68.36, Best MAE 17.92, Best MSE 55.60 
Epoch 90: loss 0.00000129, MAE 21.16, MSE 75.40, Best MAE 17.92, Best MSE 55.60 
Epoch 91: loss 0.00000132, MAE 19.66, MSE 68.25, Best MAE 17.92, Best MSE 55.60 
Epoch 92: loss 0.00000127, MAE 17.27, MSE 59.66, Best MAE 17.27, Best MSE 59.66 
Epoch 93: loss 0.00000128, MAE 22.90, MSE 67.97, Best MAE 17.27, Best MSE 59.66 
Epoch 94: loss 0.00000127, MAE 19.53, MSE 66.39, Best MAE 17.27, Best MSE 59.66 
Epoch 95: loss 0.00000129, MAE 26.57, MSE 83.36, Best MAE 17.27, Best MSE 59.66 
Epoch 96: loss 0.00000126, MAE 23.20, MSE 83.60, Best MAE 17.27, Best MSE 59.66 
Epoch 97: loss 0.00000129, MAE 21.38, MSE 67.03, Best MAE 17.27, Best MSE 59.66 
Epoch 98: loss 0.00000124, MAE 16.85, MSE 56.67, Best MAE 16.85, Best MSE 56.67 
Epoch 99: loss 0.00000123, MAE 21.69, MSE 75.05, Best MAE 16.85, Best MSE 56.67 
Epoch 100: loss 0.00000126, MAE 18.29, MSE 65.91, Best MAE 16.85, Best MSE 56.67 
Epoch 101: loss 0.00000123, MAE 18.42, MSE 63.54, Best MAE 16.85, Best MSE 56.67 
Epoch 102: loss 0.00000124, MAE 19.34, MSE 64.49, Best MAE 16.85, Best MSE 56.67 
Epoch 103: loss 0.00000123, MAE 22.60, MSE 68.08, Best MAE 16.85, Best MSE 56.67 
Epoch 104: loss 0.00000125, MAE 20.01, MSE 70.50, Best MAE 16.85, Best MSE 56.67 
Epoch 105: loss 0.00000122, MAE 19.91, MSE 68.12, Best MAE 16.85, Best MSE 56.67 
Epoch 106: loss 0.00000123, MAE 18.89, MSE 63.59, Best MAE 16.85, Best MSE 56.67 
Epoch 107: loss 0.00000124, MAE 22.26, MSE 70.33, Best MAE 16.85, Best MSE 56.67 
Epoch 108: loss 0.00000125, MAE 25.88, MSE 79.95, Best MAE 16.85, Best MSE 56.67 
Epoch 109: loss 0.00000122, MAE 17.66, MSE 59.77, Best MAE 16.85, Best MSE 56.67 
Epoch 110: loss 0.00000126, MAE 22.31, MSE 70.41, Best MAE 16.85, Best MSE 56.67 
Epoch 111: loss 0.00000122, MAE 17.78, MSE 62.62, Best MAE 16.85, Best MSE 56.67 
Epoch 112: loss 0.00000123, MAE 20.54, MSE 66.57, Best MAE 16.85, Best MSE 56.67 
Epoch 113: loss 0.00000122, MAE 21.23, MSE 68.82, Best MAE 16.85, Best MSE 56.67 
Epoch 114: loss 0.00000120, MAE 17.58, MSE 62.17, Best MAE 16.85, Best MSE 56.67 
Epoch 115: loss 0.00000123, MAE 23.26, MSE 74.00, Best MAE 16.85, Best MSE 56.67 
Epoch 116: loss 0.00000159, MAE 21.58, MSE 76.80, Best MAE 16.85, Best MSE 56.67 
Epoch 117: loss 0.00000147, MAE 19.26, MSE 66.39, Best MAE 16.85, Best MSE 56.67 
Epoch 118: loss 0.00000133, MAE 17.64, MSE 62.67, Best MAE 16.85, Best MSE 56.67 
Epoch 119: loss 0.00000130, MAE 20.60, MSE 67.20, Best MAE 16.85, Best MSE 56.67 
Epoch 120: loss 0.00000129, MAE 18.58, MSE 66.09, Best MAE 16.85, Best MSE 56.67 
Epoch 121: loss 0.00000130, MAE 20.33, MSE 66.60, Best MAE 16.85, Best MSE 56.67 
Epoch 122: loss 0.00000130, MAE 19.41, MSE 64.49, Best MAE 16.85, Best MSE 56.67 
Epoch 123: loss 0.00000128, MAE 18.56, MSE 67.79, Best MAE 16.85, Best MSE 56.67 
Epoch 124: loss 0.00000128, MAE 19.07, MSE 66.99, Best MAE 16.85, Best MSE 56.67 
Epoch 125: loss 0.00000135, MAE 20.19, MSE 70.97, Best MAE 16.85, Best MSE 56.67 
Epoch 126: loss 0.00000128, MAE 21.17, MSE 67.73, Best MAE 16.85, Best MSE 56.67 
Epoch 127: loss 0.00000128, MAE 19.86, MSE 67.24, Best MAE 16.85, Best MSE 56.67 
Epoch 128: loss 0.00000126, MAE 23.51, MSE 75.19, Best MAE 16.85, Best MSE 56.67 
Epoch 129: loss 0.00000125, MAE 20.22, MSE 70.18, Best MAE 16.85, Best MSE 56.67 
Epoch 130: loss 0.00000125, MAE 18.78, MSE 66.07, Best MAE 16.85, Best MSE 56.67 
Epoch 131: loss 0.00000126, MAE 18.75, MSE 62.77, Best MAE 16.85, Best MSE 56.67 
Epoch 132: loss 0.00000125, MAE 23.44, MSE 61.01, Best MAE 16.85, Best MSE 56.67 
Epoch 133: loss 0.00000152, MAE 19.32, MSE 63.08, Best MAE 16.85, Best MSE 56.67 
Epoch 134: loss 0.00000133, MAE 18.33, MSE 66.27, Best MAE 16.85, Best MSE 56.67 
Epoch 135: loss 0.00000127, MAE 18.81, MSE 67.14, Best MAE 16.85, Best MSE 56.67 
Epoch 136: loss 0.00000128, MAE 20.71, MSE 67.54, Best MAE 16.85, Best MSE 56.67 
Epoch 137: loss 0.00000129, MAE 17.83, MSE 62.49, Best MAE 16.85, Best MSE 56.67 
Epoch 138: loss 0.00000123, MAE 22.04, MSE 73.70, Best MAE 16.85, Best MSE 56.67 
Epoch 139: loss 0.00000125, MAE 18.00, MSE 62.92, Best MAE 16.85, Best MSE 56.67 
Epoch 140: loss 0.00000126, MAE 18.47, MSE 65.12, Best MAE 16.85, Best MSE 56.67 
Epoch 141: loss 0.00000126, MAE 23.86, MSE 81.75, Best MAE 16.85, Best MSE 56.67 
Epoch 142: loss 0.00000127, MAE 18.50, MSE 65.11, Best MAE 16.85, Best MSE 56.67 
Epoch 143: loss 0.00000125, MAE 20.02, MSE 68.01, Best MAE 16.85, Best MSE 56.67 
Epoch 144: loss 0.00000136, MAE 22.47, MSE 72.66, Best MAE 16.85, Best MSE 56.67 
Epoch 145: loss 0.00000128, MAE 18.60, MSE 65.80, Best MAE 16.85, Best MSE 56.67 
Epoch 146: loss 0.00000124, MAE 19.73, MSE 68.32, Best MAE 16.85, Best MSE 56.67 
Epoch 147: loss 0.00000123, MAE 19.94, MSE 68.37, Best MAE 16.85, Best MSE 56.67 
Epoch 148: loss 0.00000124, MAE 19.95, MSE 70.12, Best MAE 16.85, Best MSE 56.67 
Epoch 149: loss 0.00000125, MAE 20.86, MSE 66.50, Best MAE 16.85, Best MSE 56.67 
Epoch 150: loss 0.00000124, MAE 22.55, MSE 69.00, Best MAE 16.85, Best MSE 56.67 
Epoch 151: loss 0.00000128, MAE 16.22, MSE 52.89, Best MAE 16.22, Best MSE 52.89 
Epoch 152: loss 0.00000137, MAE 24.63, MSE 89.46, Best MAE 16.22, Best MSE 52.89 
Epoch 153: loss 0.00000138, MAE 18.14, MSE 66.79, Best MAE 16.22, Best MSE 52.89 
Epoch 154: loss 0.00000124, MAE 18.67, MSE 71.26, Best MAE 16.22, Best MSE 52.89 
Epoch 155: loss 0.00000127, MAE 18.63, MSE 66.80, Best MAE 16.22, Best MSE 52.89 
Epoch 156: loss 0.00000124, MAE 18.70, MSE 68.83, Best MAE 16.22, Best MSE 52.89 
Epoch 157: loss 0.00000123, MAE 19.22, MSE 69.18, Best MAE 16.22, Best MSE 52.89 
Epoch 158: loss 0.00000122, MAE 20.49, MSE 69.74, Best MAE 16.22, Best MSE 52.89 
Epoch 159: loss 0.00000124, MAE 17.81, MSE 64.57, Best MAE 16.22, Best MSE 52.89 
Epoch 160: loss 0.00000123, MAE 20.13, MSE 71.41, Best MAE 16.22, Best MSE 52.89 
Epoch 161: loss 0.00000124, MAE 20.84, MSE 71.01, Best MAE 16.22, Best MSE 52.89 
Epoch 162: loss 0.00000122, MAE 17.99, MSE 65.69, Best MAE 16.22, Best MSE 52.89 
Epoch 163: loss 0.00000123, MAE 20.48, MSE 70.38, Best MAE 16.22, Best MSE 52.89 
Epoch 164: loss 0.00000125, MAE 20.90, MSE 77.79, Best MAE 16.22, Best MSE 52.89 
Epoch 165: loss 0.00000126, MAE 18.32, MSE 66.95, Best MAE 16.22, Best MSE 52.89 
Epoch 166: loss 0.00000123, MAE 19.50, MSE 69.90, Best MAE 16.22, Best MSE 52.89 
Epoch 167: loss 0.00000121, MAE 19.26, MSE 66.25, Best MAE 16.22, Best MSE 52.89 
Epoch 168: loss 0.00000123, MAE 19.64, MSE 71.66, Best MAE 16.22, Best MSE 52.89 
Epoch 169: loss 0.00000124, MAE 19.90, MSE 67.36, Best MAE 16.22, Best MSE 52.89 
Epoch 170: loss 0.00000123, MAE 18.33, MSE 66.75, Best MAE 16.22, Best MSE 52.89 
Epoch 171: loss 0.00000120, MAE 19.43, MSE 67.49, Best MAE 16.22, Best MSE 52.89 
Epoch 172: loss 0.00000121, MAE 19.87, MSE 71.13, Best MAE 16.22, Best MSE 52.89 
Epoch 173: loss 0.00000124, MAE 20.09, MSE 74.08, Best MAE 16.22, Best MSE 52.89 
Epoch 174: loss 0.00000119, MAE 19.84, MSE 65.95, Best MAE 16.22, Best MSE 52.89 
Epoch 175: loss 0.00000125, MAE 20.20, MSE 67.24, Best MAE 16.22, Best MSE 52.89 
Epoch 176: loss 0.00000122, MAE 17.15, MSE 59.80, Best MAE 16.22, Best MSE 52.89 
Epoch 177: loss 0.00000120, MAE 18.44, MSE 63.06, Best MAE 16.22, Best MSE 52.89 
Epoch 178: loss 0.00000122, MAE 18.60, MSE 65.00, Best MAE 16.22, Best MSE 52.89 
Epoch 179: loss 0.00000130, MAE 18.40, MSE 65.07, Best MAE 16.22, Best MSE 52.89 
Epoch 180: loss 0.00000121, MAE 20.14, MSE 69.34, Best MAE 16.22, Best MSE 52.89 
Epoch 181: loss 0.00000121, MAE 18.53, MSE 65.59, Best MAE 16.22, Best MSE 52.89 
Epoch 182: loss 0.00000121, MAE 20.38, MSE 67.85, Best MAE 16.22, Best MSE 52.89 
Epoch 183: loss 0.00000120, MAE 20.80, MSE 68.22, Best MAE 16.22, Best MSE 52.89 
Epoch 184: loss 0.00000117, MAE 19.52, MSE 65.46, Best MAE 16.22, Best MSE 52.89 
Epoch 185: loss 0.00000119, MAE 19.55, MSE 65.50, Best MAE 16.22, Best MSE 52.89 
Epoch 186: loss 0.00000120, MAE 22.77, MSE 73.29, Best MAE 16.22, Best MSE 52.89 
Epoch 187: loss 0.00000117, MAE 22.17, MSE 69.80, Best MAE 16.22, Best MSE 52.89 
Epoch 188: loss 0.00000115, MAE 19.24, MSE 67.33, Best MAE 16.22, Best MSE 52.89 
Epoch 189: loss 0.00000117, MAE 21.41, MSE 72.21, Best MAE 16.22, Best MSE 52.89 
Epoch 190: loss 0.00000118, MAE 17.93, MSE 66.06, Best MAE 16.22, Best MSE 52.89 
Epoch 191: loss 0.00000122, MAE 18.66, MSE 66.34, Best MAE 16.22, Best MSE 52.89 
Epoch 192: loss 0.00000118, MAE 18.30, MSE 67.10, Best MAE 16.22, Best MSE 52.89 
Epoch 193: loss 0.00000116, MAE 20.29, MSE 67.94, Best MAE 16.22, Best MSE 52.89 
Epoch 194: loss 0.00000117, MAE 19.80, MSE 68.54, Best MAE 16.22, Best MSE 52.89 
Epoch 195: loss 0.00000114, MAE 16.95, MSE 63.16, Best MAE 16.22, Best MSE 52.89 
Epoch 196: loss 0.00000118, MAE 19.58, MSE 68.82, Best MAE 16.22, Best MSE 52.89 
Epoch 197: loss 0.00000117, MAE 17.39, MSE 64.57, Best MAE 16.22, Best MSE 52.89 
Epoch 198: loss 0.00000118, MAE 18.29, MSE 60.92, Best MAE 16.22, Best MSE 52.89 
Epoch 199: loss 0.00000118, MAE 19.38, MSE 67.85, Best MAE 16.22, Best MSE 52.89 
Epoch 200: loss 0.00000117, MAE 18.81, MSE 69.98, Best MAE 16.22, Best MSE 52.89 
Epoch 201: loss 0.00000117, MAE 19.57, MSE 66.35, Best MAE 16.22, Best MSE 52.89 
Epoch 202: loss 0.00000117, MAE 20.95, MSE 71.86, Best MAE 16.22, Best MSE 52.89 
Epoch 203: loss 0.00000123, MAE 20.08, MSE 65.80, Best MAE 16.22, Best MSE 52.89 
Epoch 204: loss 0.00000126, MAE 17.64, MSE 65.13, Best MAE 16.22, Best MSE 52.89 
Epoch 205: loss 0.00000119, MAE 17.49, MSE 64.22, Best MAE 16.22, Best MSE 52.89 
Epoch 206: loss 0.00000117, MAE 17.41, MSE 62.54, Best MAE 16.22, Best MSE 52.89 
Epoch 207: loss 0.00000118, MAE 24.95, MSE 72.78, Best MAE 16.22, Best MSE 52.89 
Epoch 208: loss 0.00000119, MAE 18.23, MSE 64.81, Best MAE 16.22, Best MSE 52.89 
Epoch 209: loss 0.00000118, MAE 17.99, MSE 64.91, Best MAE 16.22, Best MSE 52.89 
Epoch 210: loss 0.00000116, MAE 18.34, MSE 68.51, Best MAE 16.22, Best MSE 52.89 
Epoch 211: loss 0.00000119, MAE 17.79, MSE 65.17, Best MAE 16.22, Best MSE 52.89 
Epoch 212: loss 0.00000118, MAE 17.36, MSE 64.87, Best MAE 16.22, Best MSE 52.89 
Epoch 213: loss 0.00000115, MAE 17.41, MSE 65.28, Best MAE 16.22, Best MSE 52.89 
Epoch 214: loss 0.00000116, MAE 19.58, MSE 69.97, Best MAE 16.22, Best MSE 52.89 
Epoch 215: loss 0.00000135, MAE 17.74, MSE 63.16, Best MAE 16.22, Best MSE 52.89 
Epoch 216: loss 0.00000125, MAE 19.98, MSE 66.16, Best MAE 16.22, Best MSE 52.89 
Epoch 217: loss 0.00000121, MAE 18.26, MSE 65.87, Best MAE 16.22, Best MSE 52.89 
Epoch 218: loss 0.00000117, MAE 17.12, MSE 63.56, Best MAE 16.22, Best MSE 52.89 
Epoch 219: loss 0.00000117, MAE 19.24, MSE 68.06, Best MAE 16.22, Best MSE 52.89 
Epoch 220: loss 0.00000119, MAE 18.58, MSE 64.88, Best MAE 16.22, Best MSE 52.89 
Epoch 221: loss 0.00000117, MAE 17.48, MSE 65.45, Best MAE 16.22, Best MSE 52.89 
Epoch 222: loss 0.00000118, MAE 18.71, MSE 67.95, Best MAE 16.22, Best MSE 52.89 
Epoch 223: loss 0.00000117, MAE 19.66, MSE 68.11, Best MAE 16.22, Best MSE 52.89 
Epoch 224: loss 0.00000118, MAE 18.46, MSE 67.28, Best MAE 16.22, Best MSE 52.89 
Epoch 225: loss 0.00000116, MAE 15.78, MSE 57.77, Best MAE 15.78, Best MSE 57.77 
Epoch 226: loss 0.00000115, MAE 19.16, MSE 68.44, Best MAE 15.78, Best MSE 57.77 
Epoch 227: loss 0.00000111, MAE 17.78, MSE 66.40, Best MAE 15.78, Best MSE 57.77 
Epoch 228: loss 0.00000116, MAE 20.90, MSE 78.49, Best MAE 15.78, Best MSE 57.77 
Epoch 229: loss 0.00000117, MAE 18.32, MSE 68.58, Best MAE 15.78, Best MSE 57.77 
Epoch 230: loss 0.00000115, MAE 20.09, MSE 68.80, Best MAE 15.78, Best MSE 57.77 
Epoch 231: loss 0.00000121, MAE 17.70, MSE 62.31, Best MAE 15.78, Best MSE 57.77 
Epoch 232: loss 0.00000116, MAE 16.92, MSE 65.39, Best MAE 15.78, Best MSE 57.77 
Epoch 233: loss 0.00000116, MAE 20.23, MSE 69.13, Best MAE 15.78, Best MSE 57.77 
Epoch 234: loss 0.00000111, MAE 18.03, MSE 64.16, Best MAE 15.78, Best MSE 57.77 
Epoch 235: loss 0.00000127, MAE 18.09, MSE 63.69, Best MAE 15.78, Best MSE 57.77 
Epoch 236: loss 0.00000116, MAE 17.68, MSE 67.89, Best MAE 15.78, Best MSE 57.77 
Epoch 237: loss 0.00000118, MAE 17.41, MSE 68.27, Best MAE 15.78, Best MSE 57.77 
Epoch 238: loss 0.00000114, MAE 18.34, MSE 65.03, Best MAE 15.78, Best MSE 57.77 
Epoch 239: loss 0.00000117, MAE 17.03, MSE 63.09, Best MAE 15.78, Best MSE 57.77 
Epoch 240: loss 0.00000117, MAE 21.50, MSE 76.78, Best MAE 15.78, Best MSE 57.77 
Epoch 241: loss 0.00000125, MAE 19.01, MSE 64.92, Best MAE 15.78, Best MSE 57.77 
Epoch 242: loss 0.00000116, MAE 17.96, MSE 64.48, Best MAE 15.78, Best MSE 57.77 
Epoch 243: loss 0.00000115, MAE 16.93, MSE 63.09, Best MAE 15.78, Best MSE 57.77 
Epoch 244: loss 0.00000115, MAE 18.11, MSE 68.05, Best MAE 15.78, Best MSE 57.77 
Epoch 245: loss 0.00000110, MAE 16.09, MSE 59.54, Best MAE 15.78, Best MSE 57.77 
Epoch 246: loss 0.00000111, MAE 18.95, MSE 67.43, Best MAE 15.78, Best MSE 57.77 
Epoch 247: loss 0.00000114, MAE 18.45, MSE 69.43, Best MAE 15.78, Best MSE 57.77 
Epoch 248: loss 0.00000111, MAE 20.54, MSE 65.93, Best MAE 15.78, Best MSE 57.77 
Epoch 249: loss 0.00000112, MAE 18.77, MSE 67.95, Best MAE 15.78, Best MSE 57.77 
Epoch 250: loss 0.00000111, MAE 17.35, MSE 65.36, Best MAE 15.78, Best MSE 57.77 
Epoch 251: loss 0.00000112, MAE 19.13, MSE 67.29, Best MAE 15.78, Best MSE 57.77 
Epoch 252: loss 0.00000112, MAE 21.81, MSE 69.60, Best MAE 15.78, Best MSE 57.77 
Epoch 253: loss 0.00000113, MAE 21.87, MSE 71.74, Best MAE 15.78, Best MSE 57.77 
Epoch 254: loss 0.00000106, MAE 19.50, MSE 68.05, Best MAE 15.78, Best MSE 57.77 
Epoch 255: loss 0.00000111, MAE 17.89, MSE 62.23, Best MAE 15.78, Best MSE 57.77 
Epoch 256: loss 0.00000110, MAE 17.31, MSE 63.39, Best MAE 15.78, Best MSE 57.77 
Epoch 257: loss 0.00000115, MAE 20.26, MSE 66.46, Best MAE 15.78, Best MSE 57.77 
Epoch 258: loss 0.00000110, MAE 17.25, MSE 64.94, Best MAE 15.78, Best MSE 57.77 
Epoch 259: loss 0.00000117, MAE 18.03, MSE 66.59, Best MAE 15.78, Best MSE 57.77 
Epoch 260: loss 0.00000112, MAE 20.14, MSE 67.47, Best MAE 15.78, Best MSE 57.77 
Epoch 261: loss 0.00000110, MAE 17.20, MSE 65.17, Best MAE 15.78, Best MSE 57.77 
Epoch 262: loss 0.00000109, MAE 18.96, MSE 68.40, Best MAE 15.78, Best MSE 57.77 
Epoch 263: loss 0.00000111, MAE 19.24, MSE 67.66, Best MAE 15.78, Best MSE 57.77 
