Epoch 1: loss 0.00000190, MAE 37.43, MSE 104.03, Best MAE 37.43, Best MSE 104.03 
Epoch 63: loss 0.00000144, MAE 30.36, MSE 76.94, Best MAE 18.40, Best MSE 63.82 
Epoch 64: loss 0.00000146, MAE 22.65, MSE 73.02, Best MAE 18.40, Best MSE 63.82 
Epoch 65: loss 0.00000147, MAE 21.52, MSE 75.02, Best MAE 18.40, Best MSE 63.82 
Epoch 66: loss 0.00000147, MAE 21.47, MSE 72.83, Best MAE 18.40, Best MSE 63.82 
Epoch 67: loss 0.00000141, MAE 19.99, MSE 67.73, Best MAE 18.40, Best MSE 63.82 
Epoch 68: loss 0.00000144, MAE 18.59, MSE 65.14, Best MAE 18.40, Best MSE 63.82 
Epoch 69: loss 0.00000144, MAE 18.38, MSE 63.89, Best MAE 18.38, Best MSE 63.89 
Epoch 70: loss 0.00000147, MAE 22.31, MSE 65.43, Best MAE 18.38, Best MSE 63.89 
Epoch 71: loss 0.00000149, MAE 20.96, MSE 68.28, Best MAE 18.38, Best MSE 63.89 
Epoch 72: loss 0.00000146, MAE 28.33, MSE 75.90, Best MAE 18.38, Best MSE 63.89 
Epoch 73: loss 0.00000142, MAE 21.27, MSE 67.32, Best MAE 18.38, Best MSE 63.89 
Epoch 74: loss 0.00000140, MAE 22.76, MSE 73.21, Best MAE 18.38, Best MSE 63.89 
Epoch 75: loss 0.00000143, MAE 20.64, MSE 70.35, Best MAE 18.38, Best MSE 63.89 
Epoch 76: loss 0.00000139, MAE 18.69, MSE 65.84, Best MAE 18.38, Best MSE 63.89 
Epoch 77: loss 0.00000142, MAE 20.11, MSE 67.85, Best MAE 18.38, Best MSE 63.89 
Epoch 78: loss 0.00000141, MAE 23.06, MSE 73.35, Best MAE 18.38, Best MSE 63.89 
Epoch 79: loss 0.00000140, MAE 30.76, MSE 86.84, Best MAE 18.38, Best MSE 63.89 
Epoch 80: loss 0.00000143, MAE 20.51, MSE 67.09, Best MAE 18.38, Best MSE 63.89 
Epoch 81: loss 0.00000141, MAE 21.39, MSE 65.36, Best MAE 18.38, Best MSE 63.89 
Epoch 82: loss 0.00000140, MAE 21.37, MSE 68.89, Best MAE 18.38, Best MSE 63.89 
Epoch 83: loss 0.00000142, MAE 20.23, MSE 65.81, Best MAE 18.38, Best MSE 63.89 
Epoch 84: loss 0.00000138, MAE 18.62, MSE 66.12, Best MAE 18.38, Best MSE 63.89 
Epoch 85: loss 0.00000140, MAE 19.60, MSE 70.34, Best MAE 18.38, Best MSE 63.89 
Epoch 86: loss 0.00000142, MAE 33.53, MSE 82.78, Best MAE 18.38, Best MSE 63.89 
Epoch 87: loss 0.00000143, MAE 20.35, MSE 65.87, Best MAE 18.38, Best MSE 63.89 
Epoch 88: loss 0.00000141, MAE 25.16, MSE 71.44, Best MAE 18.38, Best MSE 63.89 
Epoch 89: loss 0.00000138, MAE 19.65, MSE 63.77, Best MAE 18.38, Best MSE 63.89 
Epoch 90: loss 0.00000136, MAE 18.57, MSE 64.11, Best MAE 18.38, Best MSE 63.89 
Epoch 91: loss 0.00000136, MAE 22.09, MSE 73.45, Best MAE 18.38, Best MSE 63.89 
Epoch 92: loss 0.00000141, MAE 23.88, MSE 72.54, Best MAE 18.38, Best MSE 63.89 
Epoch 93: loss 0.00000143, MAE 38.22, MSE 73.70, Best MAE 18.38, Best MSE 63.89 
Epoch 94: loss 0.00000142, MAE 19.06, MSE 68.56, Best MAE 18.38, Best MSE 63.89 
Epoch 95: loss 0.00000139, MAE 19.69, MSE 68.10, Best MAE 18.38, Best MSE 63.89 
Epoch 96: loss 0.00000137, MAE 19.83, MSE 69.58, Best MAE 18.38, Best MSE 63.89 
Epoch 97: loss 0.00000139, MAE 20.29, MSE 67.95, Best MAE 18.38, Best MSE 63.89 
Epoch 98: loss 0.00000141, MAE 22.71, MSE 76.76, Best MAE 18.38, Best MSE 63.89 
Epoch 99: loss 0.00000138, MAE 21.19, MSE 70.04, Best MAE 18.38, Best MSE 63.89 
Epoch 100: loss 0.00000136, MAE 21.54, MSE 70.58, Best MAE 18.38, Best MSE 63.89 
Epoch 101: loss 0.00000136, MAE 22.47, MSE 71.65, Best MAE 18.38, Best MSE 63.89 
Epoch 102: loss 0.00000136, MAE 24.42, MSE 71.56, Best MAE 18.38, Best MSE 63.89 
Epoch 103: loss 0.00000137, MAE 20.26, MSE 69.52, Best MAE 18.38, Best MSE 63.89 
Epoch 104: loss 0.00000135, MAE 25.75, MSE 79.63, Best MAE 18.38, Best MSE 63.89 
Epoch 105: loss 0.00000139, MAE 19.08, MSE 65.13, Best MAE 18.38, Best MSE 63.89 
Epoch 106: loss 0.00000138, MAE 22.82, MSE 72.93, Best MAE 18.38, Best MSE 63.89 
Epoch 107: loss 0.00000138, MAE 18.54, MSE 65.98, Best MAE 18.38, Best MSE 63.89 
Epoch 108: loss 0.00000138, MAE 18.54, MSE 62.12, Best MAE 18.38, Best MSE 63.89 
Epoch 109: loss 0.00000137, MAE 23.77, MSE 77.75, Best MAE 18.38, Best MSE 63.89 
Epoch 110: loss 0.00000135, MAE 18.99, MSE 65.08, Best MAE 18.38, Best MSE 63.89 
Epoch 111: loss 0.00000134, MAE 18.87, MSE 64.89, Best MAE 18.38, Best MSE 63.89 
Epoch 112: loss 0.00000133, MAE 19.90, MSE 69.53, Best MAE 18.38, Best MSE 63.89 
Epoch 113: loss 0.00000134, MAE 31.72, MSE 99.09, Best MAE 18.38, Best MSE 63.89 
Epoch 114: loss 0.00000137, MAE 21.06, MSE 57.15, Best MAE 18.38, Best MSE 63.89 
Epoch 115: loss 0.00000136, MAE 20.22, MSE 68.37, Best MAE 18.38, Best MSE 63.89 
Epoch 116: loss 0.00000139, MAE 19.87, MSE 66.43, Best MAE 18.38, Best MSE 63.89 
Epoch 117: loss 0.00000134, MAE 19.61, MSE 66.53, Best MAE 18.38, Best MSE 63.89 
Epoch 118: loss 0.00000135, MAE 20.89, MSE 71.00, Best MAE 18.38, Best MSE 63.89 
Epoch 119: loss 0.00000135, MAE 18.85, MSE 65.92, Best MAE 18.38, Best MSE 63.89 
Epoch 120: loss 0.00000136, MAE 21.04, MSE 71.60, Best MAE 18.38, Best MSE 63.89 
Epoch 121: loss 0.00000137, MAE 21.88, MSE 69.54, Best MAE 18.38, Best MSE 63.89 
Epoch 122: loss 0.00000133, MAE 21.42, MSE 71.56, Best MAE 18.38, Best MSE 63.89 
Epoch 123: loss 0.00000136, MAE 22.65, MSE 69.80, Best MAE 18.38, Best MSE 63.89 
Epoch 124: loss 0.00000133, MAE 21.02, MSE 70.99, Best MAE 18.38, Best MSE 63.89 
Epoch 125: loss 0.00000135, MAE 22.20, MSE 77.68, Best MAE 18.38, Best MSE 63.89 
Epoch 126: loss 0.00000135, MAE 23.62, MSE 76.35, Best MAE 18.38, Best MSE 63.89 
Epoch 127: loss 0.00000134, MAE 22.77, MSE 69.12, Best MAE 18.38, Best MSE 63.89 
Epoch 128: loss 0.00000130, MAE 26.13, MSE 74.79, Best MAE 18.38, Best MSE 63.89 
Epoch 129: loss 0.00000130, MAE 20.47, MSE 70.95, Best MAE 18.38, Best MSE 63.89 
Epoch 130: loss 0.00000133, MAE 22.40, MSE 70.90, Best MAE 18.38, Best MSE 63.89 
Epoch 131: loss 0.00000131, MAE 25.42, MSE 74.47, Best MAE 18.38, Best MSE 63.89 
Epoch 132: loss 0.00000131, MAE 19.56, MSE 68.63, Best MAE 18.38, Best MSE 63.89 
Epoch 133: loss 0.00000132, MAE 20.84, MSE 67.47, Best MAE 18.38, Best MSE 63.89 
Epoch 134: loss 0.00000135, MAE 20.43, MSE 66.16, Best MAE 18.38, Best MSE 63.89 
Epoch 135: loss 0.00000134, MAE 21.10, MSE 74.37, Best MAE 18.38, Best MSE 63.89 
Epoch 136: loss 0.00000132, MAE 19.82, MSE 69.00, Best MAE 18.38, Best MSE 63.89 
Epoch 137: loss 0.00000133, MAE 20.57, MSE 69.37, Best MAE 18.38, Best MSE 63.89 
Epoch 138: loss 0.00000133, MAE 20.00, MSE 68.20, Best MAE 18.38, Best MSE 63.89 
Epoch 139: loss 0.00000128, MAE 21.58, MSE 72.44, Best MAE 18.38, Best MSE 63.89 
Epoch 140: loss 0.00000132, MAE 24.79, MSE 76.81, Best MAE 18.38, Best MSE 63.89 
Epoch 141: loss 0.00000136, MAE 21.55, MSE 70.86, Best MAE 18.38, Best MSE 63.89 
Epoch 142: loss 0.00000129, MAE 20.97, MSE 72.04, Best MAE 18.38, Best MSE 63.89 
Epoch 143: loss 0.00000133, MAE 21.16, MSE 67.83, Best MAE 18.38, Best MSE 63.89 
Epoch 144: loss 0.00000131, MAE 20.41, MSE 70.01, Best MAE 18.38, Best MSE 63.89 
Epoch 145: loss 0.00000132, MAE 22.73, MSE 75.29, Best MAE 18.38, Best MSE 63.89 
Epoch 146: loss 0.00000129, MAE 20.42, MSE 68.93, Best MAE 18.38, Best MSE 63.89 
Epoch 147: loss 0.00000131, MAE 20.72, MSE 72.14, Best MAE 18.38, Best MSE 63.89 
Epoch 148: loss 0.00000129, MAE 21.53, MSE 73.50, Best MAE 18.38, Best MSE 63.89 
Epoch 149: loss 0.00000131, MAE 25.59, MSE 70.23, Best MAE 18.38, Best MSE 63.89 
Epoch 150: loss 0.00000130, MAE 19.91, MSE 72.60, Best MAE 18.38, Best MSE 63.89 
Epoch 151: loss 0.00000130, MAE 20.17, MSE 71.71, Best MAE 18.38, Best MSE 63.89 
Epoch 152: loss 0.00000132, MAE 24.63, MSE 76.56, Best MAE 18.38, Best MSE 63.89 
Epoch 153: loss 0.00000134, MAE 19.56, MSE 65.56, Best MAE 18.38, Best MSE 63.89 
Epoch 154: loss 0.00000130, MAE 21.78, MSE 72.78, Best MAE 18.38, Best MSE 63.89 
Epoch 155: loss 0.00000131, MAE 21.63, MSE 71.47, Best MAE 18.38, Best MSE 63.89 
Epoch 156: loss 0.00000126, MAE 19.94, MSE 68.14, Best MAE 18.38, Best MSE 63.89 
Epoch 157: loss 0.00000128, MAE 22.08, MSE 66.37, Best MAE 18.38, Best MSE 63.89 
Epoch 158: loss 0.00000131, MAE 18.95, MSE 66.83, Best MAE 18.38, Best MSE 63.89 
Epoch 159: loss 0.00000131, MAE 19.75, MSE 71.01, Best MAE 18.38, Best MSE 63.89 
Epoch 160: loss 0.00000129, MAE 19.67, MSE 68.74, Best MAE 18.38, Best MSE 63.89 
Epoch 161: loss 0.00000127, MAE 20.72, MSE 72.92, Best MAE 18.38, Best MSE 63.89 
Epoch 162: loss 0.00000127, MAE 20.26, MSE 70.28, Best MAE 18.38, Best MSE 63.89 
Epoch 163: loss 0.00000129, MAE 19.80, MSE 66.03, Best MAE 18.38, Best MSE 63.89 
Epoch 164: loss 0.00000128, MAE 20.09, MSE 67.88, Best MAE 18.38, Best MSE 63.89 
Epoch 165: loss 0.00000127, MAE 21.89, MSE 70.92, Best MAE 18.38, Best MSE 63.89 
Epoch 166: loss 0.00000134, MAE 18.45, MSE 63.80, Best MAE 18.38, Best MSE 63.89 
Epoch 167: loss 0.00000130, MAE 19.86, MSE 68.96, Best MAE 18.38, Best MSE 63.89 
Epoch 168: loss 0.00000124, MAE 21.80, MSE 73.24, Best MAE 18.38, Best MSE 63.89 
Epoch 169: loss 0.00000126, MAE 22.40, MSE 71.36, Best MAE 18.38, Best MSE 63.89 
Epoch 170: loss 0.00000124, MAE 19.78, MSE 69.33, Best MAE 18.38, Best MSE 63.89 
Epoch 171: loss 0.00000129, MAE 19.33, MSE 66.74, Best MAE 18.38, Best MSE 63.89 
Epoch 172: loss 0.00000129, MAE 20.13, MSE 68.90, Best MAE 18.38, Best MSE 63.89 
Epoch 173: loss 0.00000127, MAE 21.65, MSE 73.10, Best MAE 18.38, Best MSE 63.89 
Epoch 174: loss 0.00000126, MAE 25.53, MSE 77.73, Best MAE 18.38, Best MSE 63.89 
Epoch 175: loss 0.00000130, MAE 22.15, MSE 73.31, Best MAE 18.38, Best MSE 63.89 
Epoch 176: loss 0.00000124, MAE 20.84, MSE 71.03, Best MAE 18.38, Best MSE 63.89 
Epoch 177: loss 0.00000128, MAE 20.44, MSE 67.61, Best MAE 18.38, Best MSE 63.89 
Epoch 178: loss 0.00000129, MAE 20.35, MSE 69.95, Best MAE 18.38, Best MSE 63.89 
Epoch 179: loss 0.00000129, MAE 22.53, MSE 70.56, Best MAE 18.38, Best MSE 63.89 
Epoch 180: loss 0.00000126, MAE 23.93, MSE 81.26, Best MAE 18.38, Best MSE 63.89 
Epoch 181: loss 0.00000124, MAE 21.99, MSE 70.32, Best MAE 18.38, Best MSE 63.89 
Epoch 182: loss 0.00000126, MAE 21.56, MSE 72.99, Best MAE 18.38, Best MSE 63.89 
Epoch 183: loss 0.00000123, MAE 23.38, MSE 79.66, Best MAE 18.38, Best MSE 63.89 
Epoch 184: loss 0.00000126, MAE 21.08, MSE 74.41, Best MAE 18.38, Best MSE 63.89 
Epoch 185: loss 0.00000127, MAE 19.84, MSE 70.76, Best MAE 18.38, Best MSE 63.89 
Epoch 186: loss 0.00000122, MAE 21.35, MSE 71.51, Best MAE 18.38, Best MSE 63.89 
Epoch 187: loss 0.00000126, MAE 29.40, MSE 76.99, Best MAE 18.38, Best MSE 63.89 
Epoch 188: loss 0.00000129, MAE 20.64, MSE 70.79, Best MAE 18.38, Best MSE 63.89 
Epoch 189: loss 0.00000127, MAE 22.66, MSE 68.50, Best MAE 18.38, Best MSE 63.89 
Epoch 190: loss 0.00000127, MAE 21.37, MSE 68.14, Best MAE 18.38, Best MSE 63.89 
Epoch 191: loss 0.00000127, MAE 20.02, MSE 69.24, Best MAE 18.38, Best MSE 63.89 
Epoch 192: loss 0.00000124, MAE 19.89, MSE 69.04, Best MAE 18.38, Best MSE 63.89 
Epoch 193: loss 0.00000124, MAE 21.37, MSE 73.83, Best MAE 18.38, Best MSE 63.89 
Epoch 194: loss 0.00000123, MAE 20.38, MSE 71.81, Best MAE 18.38, Best MSE 63.89 
Epoch 195: loss 0.00000124, MAE 21.34, MSE 73.99, Best MAE 18.38, Best MSE 63.89 
Epoch 196: loss 0.00000125, MAE 20.86, MSE 71.13, Best MAE 18.38, Best MSE 63.89 
Epoch 197: loss 0.00000123, MAE 21.14, MSE 69.59, Best MAE 18.38, Best MSE 63.89 
Epoch 198: loss 0.00000125, MAE 20.17, MSE 69.95, Best MAE 18.38, Best MSE 63.89 
Epoch 199: loss 0.00000125, MAE 20.41, MSE 70.86, Best MAE 18.38, Best MSE 63.89 
Epoch 200: loss 0.00000121, MAE 21.26, MSE 71.87, Best MAE 18.38, Best MSE 63.89 
Epoch 201: loss 0.00000124, MAE 24.50, MSE 77.70, Best MAE 18.38, Best MSE 63.89 
Epoch 202: loss 0.00000124, MAE 18.93, MSE 65.63, Best MAE 18.38, Best MSE 63.89 
Epoch 203: loss 0.00000124, MAE 18.88, MSE 65.53, Best MAE 18.38, Best MSE 63.89 
Epoch 204: loss 0.00000123, MAE 19.68, MSE 67.50, Best MAE 18.38, Best MSE 63.89 
Epoch 205: loss 0.00000127, MAE 19.91, MSE 70.80, Best MAE 18.38, Best MSE 63.89 
Epoch 206: loss 0.00000124, MAE 20.60, MSE 71.06, Best MAE 18.38, Best MSE 63.89 
Epoch 207: loss 0.00000123, MAE 19.51, MSE 69.01, Best MAE 18.38, Best MSE 63.89 
Epoch 208: loss 0.00000123, MAE 19.99, MSE 68.93, Best MAE 18.38, Best MSE 63.89 
Epoch 209: loss 0.00000123, MAE 20.65, MSE 73.49, Best MAE 18.38, Best MSE 63.89 
Epoch 210: loss 0.00000120, MAE 21.18, MSE 70.13, Best MAE 18.38, Best MSE 63.89 
Epoch 211: loss 0.00000126, MAE 19.53, MSE 68.45, Best MAE 18.38, Best MSE 63.89 
Epoch 212: loss 0.00000124, MAE 19.71, MSE 71.09, Best MAE 18.38, Best MSE 63.89 
Epoch 213: loss 0.00000124, MAE 19.85, MSE 71.47, Best MAE 18.38, Best MSE 63.89 
Epoch 214: loss 0.00000121, MAE 20.22, MSE 69.97, Best MAE 18.38, Best MSE 63.89 
Epoch 215: loss 0.00000123, MAE 20.40, MSE 71.83, Best MAE 18.38, Best MSE 63.89 
Epoch 216: loss 0.00000122, MAE 21.06, MSE 72.99, Best MAE 18.38, Best MSE 63.89 
Epoch 217: loss 0.00000122, MAE 24.03, MSE 74.77, Best MAE 18.38, Best MSE 63.89 
Epoch 218: loss 0.00000122, MAE 21.24, MSE 72.04, Best MAE 18.38, Best MSE 63.89 
Epoch 219: loss 0.00000124, MAE 21.28, MSE 69.20, Best MAE 18.38, Best MSE 63.89 
Epoch 220: loss 0.00000121, MAE 22.06, MSE 79.12, Best MAE 18.38, Best MSE 63.89 
Epoch 221: loss 0.00000122, MAE 20.61, MSE 70.17, Best MAE 18.38, Best MSE 63.89 
Epoch 222: loss 0.00000120, MAE 22.17, MSE 78.42, Best MAE 18.38, Best MSE 63.89 
Epoch 223: loss 0.00000122, MAE 21.41, MSE 77.25, Best MAE 18.38, Best MSE 63.89 
Epoch 224: loss 0.00000118, MAE 21.28, MSE 74.55, Best MAE 18.38, Best MSE 63.89 
Epoch 225: loss 0.00000122, MAE 21.72, MSE 74.42, Best MAE 18.38, Best MSE 63.89 
Epoch 226: loss 0.00000120, MAE 20.65, MSE 72.33, Best MAE 18.38, Best MSE 63.89 
Epoch 227: loss 0.00000120, MAE 19.83, MSE 70.32, Best MAE 18.38, Best MSE 63.89 
Epoch 228: loss 0.00000119, MAE 20.36, MSE 65.07, Best MAE 18.38, Best MSE 63.89 
Epoch 229: loss 0.00000121, MAE 19.21, MSE 64.15, Best MAE 18.38, Best MSE 63.89 
Epoch 230: loss 0.00000121, MAE 20.06, MSE 72.77, Best MAE 18.38, Best MSE 63.89 
Epoch 231: loss 0.00000123, MAE 19.79, MSE 67.04, Best MAE 18.38, Best MSE 63.89 
Epoch 232: loss 0.00000121, MAE 21.20, MSE 74.34, Best MAE 18.38, Best MSE 63.89 
Epoch 233: loss 0.00000120, MAE 19.70, MSE 69.78, Best MAE 18.38, Best MSE 63.89 
Epoch 234: loss 0.00000119, MAE 23.12, MSE 78.18, Best MAE 18.38, Best MSE 63.89 
Epoch 235: loss 0.00000116, MAE 23.21, MSE 74.88, Best MAE 18.38, Best MSE 63.89 
Epoch 236: loss 0.00000120, MAE 20.65, MSE 74.86, Best MAE 18.38, Best MSE 63.89 
Epoch 237: loss 0.00000121, MAE 22.95, MSE 73.07, Best MAE 18.38, Best MSE 63.89 
Epoch 238: loss 0.00000117, MAE 22.44, MSE 74.87, Best MAE 18.38, Best MSE 63.89 
Epoch 239: loss 0.00000119, MAE 21.53, MSE 73.43, Best MAE 18.38, Best MSE 63.89 
Epoch 240: loss 0.00000117, MAE 21.21, MSE 70.98, Best MAE 18.38, Best MSE 63.89 
Epoch 241: loss 0.00000121, MAE 21.74, MSE 72.94, Best MAE 18.38, Best MSE 63.89 
Epoch 242: loss 0.00000115, MAE 21.48, MSE 73.71, Best MAE 18.38, Best MSE 63.89 
Epoch 243: loss 0.00000120, MAE 20.34, MSE 71.97, Best MAE 18.38, Best MSE 63.89 
Epoch 244: loss 0.00000121, MAE 22.18, MSE 76.88, Best MAE 18.38, Best MSE 63.89 
Epoch 245: loss 0.00000121, MAE 19.29, MSE 68.03, Best MAE 18.38, Best MSE 63.89 
Epoch 246: loss 0.00000119, MAE 21.94, MSE 72.38, Best MAE 18.38, Best MSE 63.89 
Epoch 247: loss 0.00000119, MAE 21.58, MSE 73.03, Best MAE 18.38, Best MSE 63.89 
Epoch 248: loss 0.00000117, MAE 19.35, MSE 67.32, Best MAE 18.38, Best MSE 63.89 
Epoch 249: loss 0.00000118, MAE 22.46, MSE 74.04, Best MAE 18.38, Best MSE 63.89 
Epoch 250: loss 0.00000118, MAE 20.81, MSE 73.49, Best MAE 18.38, Best MSE 63.89 
Epoch 251: loss 0.00000120, MAE 22.85, MSE 74.17, Best MAE 18.38, Best MSE 63.89 
Epoch 252: loss 0.00000115, MAE 22.82, MSE 76.32, Best MAE 18.38, Best MSE 63.89 
Epoch 253: loss 0.00000117, MAE 21.10, MSE 71.76, Best MAE 18.38, Best MSE 63.89 
Epoch 254: loss 0.00000119, MAE 20.47, MSE 72.94, Best MAE 18.38, Best MSE 63.89 
Epoch 255: loss 0.00000119, MAE 23.77, MSE 76.34, Best MAE 18.38, Best MSE 63.89 
Epoch 256: loss 0.00000117, MAE 20.27, MSE 72.59, Best MAE 18.38, Best MSE 63.89 
Epoch 257: loss 0.00000117, MAE 22.29, MSE 75.95, Best MAE 18.38, Best MSE 63.89 
Epoch 258: loss 0.00000117, MAE 20.94, MSE 70.72, Best MAE 18.38, Best MSE 63.89 
Epoch 259: loss 0.00000118, MAE 21.12, MSE 75.11, Best MAE 18.38, Best MSE 63.89 
Epoch 260: loss 0.00000117, MAE 20.86, MSE 73.96, Best MAE 18.38, Best MSE 63.89 
Epoch 261: loss 0.00000117, MAE 22.23, MSE 76.20, Best MAE 18.38, Best MSE 63.89 
Epoch 262: loss 0.00000118, MAE 22.51, MSE 71.42, Best MAE 18.38, Best MSE 63.89 
Epoch 263: loss 0.00000117, MAE 23.29, MSE 79.81, Best MAE 18.38, Best MSE 63.89 
