Epoch 1: loss 0.00000217, MAE 48.69, MSE 124.88, Best MAE 48.69, Best MSE 124.88 
Epoch 40: loss 0.00000154, MAE 25.57, MSE 86.66, Best MAE 23.57, Best MSE 82.15 
Epoch 41: loss 0.00000150, MAE 24.40, MSE 83.35, Best MAE 23.57, Best MSE 82.15 
Epoch 42: loss 0.00000152, MAE 25.00, MSE 84.18, Best MAE 23.57, Best MSE 82.15 
Epoch 43: loss 0.00000150, MAE 26.94, MSE 85.78, Best MAE 23.57, Best MSE 82.15 
Epoch 44: loss 0.00000153, MAE 24.67, MSE 82.52, Best MAE 23.57, Best MSE 82.15 
Epoch 45: loss 0.00000151, MAE 29.37, MSE 85.00, Best MAE 23.57, Best MSE 82.15 
Epoch 46: loss 0.00000149, MAE 28.76, MSE 89.15, Best MAE 23.57, Best MSE 82.15 
Epoch 47: loss 0.00000152, MAE 24.86, MSE 84.57, Best MAE 23.57, Best MSE 82.15 
Epoch 48: loss 0.00000152, MAE 29.18, MSE 84.39, Best MAE 23.57, Best MSE 82.15 
Epoch 49: loss 0.00000149, MAE 34.50, MSE 89.78, Best MAE 23.57, Best MSE 82.15 
Epoch 50: loss 0.00000149, MAE 25.38, MSE 87.95, Best MAE 23.57, Best MSE 82.15 
Epoch 51: loss 0.00000145, MAE 25.10, MSE 82.70, Best MAE 23.57, Best MSE 82.15 
Epoch 52: loss 0.00000149, MAE 24.37, MSE 82.08, Best MAE 23.57, Best MSE 82.15 
Epoch 53: loss 0.00000145, MAE 27.41, MSE 88.57, Best MAE 23.57, Best MSE 82.15 
Epoch 54: loss 0.00000144, MAE 29.67, MSE 92.94, Best MAE 23.57, Best MSE 82.15 
Epoch 55: loss 0.00000149, MAE 47.35, MSE 115.08, Best MAE 23.57, Best MSE 82.15 
Epoch 56: loss 0.00000147, MAE 27.38, MSE 87.68, Best MAE 23.57, Best MSE 82.15 
Epoch 57: loss 0.00000144, MAE 28.37, MSE 88.40, Best MAE 23.57, Best MSE 82.15 
Epoch 58: loss 0.00000145, MAE 26.21, MSE 89.22, Best MAE 23.57, Best MSE 82.15 
Epoch 59: loss 0.00000147, MAE 24.38, MSE 82.70, Best MAE 23.57, Best MSE 82.15 
Epoch 60: loss 0.00000145, MAE 26.02, MSE 88.18, Best MAE 23.57, Best MSE 82.15 
Epoch 61: loss 0.00000143, MAE 25.10, MSE 84.66, Best MAE 23.57, Best MSE 82.15 
Epoch 62: loss 0.00000142, MAE 24.68, MSE 84.21, Best MAE 23.57, Best MSE 82.15 
Epoch 63: loss 0.00000143, MAE 26.11, MSE 86.10, Best MAE 23.57, Best MSE 82.15 
Epoch 64: loss 0.00000140, MAE 26.43, MSE 87.10, Best MAE 23.57, Best MSE 82.15 
Epoch 65: loss 0.00000139, MAE 24.19, MSE 84.56, Best MAE 23.57, Best MSE 82.15 
Epoch 66: loss 0.00000142, MAE 27.11, MSE 88.92, Best MAE 23.57, Best MSE 82.15 
Epoch 67: loss 0.00000142, MAE 26.90, MSE 89.57, Best MAE 23.57, Best MSE 82.15 
Epoch 68: loss 0.00000141, MAE 23.58, MSE 82.56, Best MAE 23.57, Best MSE 82.15 
Epoch 69: loss 0.00000137, MAE 24.46, MSE 84.80, Best MAE 23.57, Best MSE 82.15 
Epoch 70: loss 0.00000141, MAE 26.47, MSE 88.24, Best MAE 23.57, Best MSE 82.15 
Epoch 71: loss 0.00000138, MAE 24.35, MSE 84.05, Best MAE 23.57, Best MSE 82.15 
Epoch 72: loss 0.00000142, MAE 26.44, MSE 88.11, Best MAE 23.57, Best MSE 82.15 
Epoch 73: loss 0.00000140, MAE 27.17, MSE 91.23, Best MAE 23.57, Best MSE 82.15 
Epoch 74: loss 0.00000141, MAE 24.81, MSE 85.60, Best MAE 23.57, Best MSE 82.15 
Epoch 75: loss 0.00000136, MAE 25.45, MSE 88.54, Best MAE 23.57, Best MSE 82.15 
Epoch 76: loss 0.00000139, MAE 24.33, MSE 85.49, Best MAE 23.57, Best MSE 82.15 
Epoch 77: loss 0.00000137, MAE 25.93, MSE 88.24, Best MAE 23.57, Best MSE 82.15 
Epoch 78: loss 0.00000139, MAE 23.41, MSE 81.67, Best MAE 23.41, Best MSE 81.67 
Epoch 79: loss 0.00000134, MAE 25.15, MSE 89.28, Best MAE 23.41, Best MSE 81.67 
Epoch 80: loss 0.00000133, MAE 25.78, MSE 87.79, Best MAE 23.41, Best MSE 81.67 
Epoch 81: loss 0.00000136, MAE 28.23, MSE 94.40, Best MAE 23.41, Best MSE 81.67 
Epoch 82: loss 0.00000137, MAE 24.52, MSE 85.38, Best MAE 23.41, Best MSE 81.67 
Epoch 83: loss 0.00000137, MAE 25.69, MSE 88.84, Best MAE 23.41, Best MSE 81.67 
Epoch 84: loss 0.00000133, MAE 23.29, MSE 78.57, Best MAE 23.29, Best MSE 78.57 
Epoch 85: loss 0.00000132, MAE 25.20, MSE 88.68, Best MAE 23.29, Best MSE 78.57 
Epoch 86: loss 0.00000134, MAE 23.79, MSE 82.82, Best MAE 23.29, Best MSE 78.57 
Epoch 87: loss 0.00000135, MAE 24.57, MSE 84.30, Best MAE 23.29, Best MSE 78.57 
Epoch 88: loss 0.00000133, MAE 27.98, MSE 91.08, Best MAE 23.29, Best MSE 78.57 
Epoch 89: loss 0.00000131, MAE 24.35, MSE 87.19, Best MAE 23.29, Best MSE 78.57 
Epoch 90: loss 0.00000135, MAE 24.36, MSE 77.27, Best MAE 23.29, Best MSE 78.57 
Epoch 91: loss 0.00000134, MAE 24.65, MSE 84.90, Best MAE 23.29, Best MSE 78.57 
Epoch 92: loss 0.00000130, MAE 24.58, MSE 85.83, Best MAE 23.29, Best MSE 78.57 
Epoch 93: loss 0.00000129, MAE 27.42, MSE 90.96, Best MAE 23.29, Best MSE 78.57 
Epoch 94: loss 0.00000132, MAE 27.75, MSE 84.17, Best MAE 23.29, Best MSE 78.57 
Epoch 95: loss 0.00000131, MAE 24.10, MSE 84.00, Best MAE 23.29, Best MSE 78.57 
Epoch 96: loss 0.00000124, MAE 25.62, MSE 88.10, Best MAE 23.29, Best MSE 78.57 
Epoch 97: loss 0.00000126, MAE 24.28, MSE 84.09, Best MAE 23.29, Best MSE 78.57 
Epoch 98: loss 0.00000126, MAE 24.45, MSE 83.76, Best MAE 23.29, Best MSE 78.57 
Epoch 99: loss 0.00000126, MAE 26.16, MSE 88.33, Best MAE 23.29, Best MSE 78.57 
Epoch 100: loss 0.00000127, MAE 26.07, MSE 88.24, Best MAE 23.29, Best MSE 78.57 
Epoch 101: loss 0.00000127, MAE 24.35, MSE 85.96, Best MAE 23.29, Best MSE 78.57 
Epoch 102: loss 0.00000125, MAE 24.90, MSE 85.99, Best MAE 23.29, Best MSE 78.57 
Epoch 103: loss 0.00000126, MAE 29.35, MSE 99.53, Best MAE 23.29, Best MSE 78.57 
Epoch 104: loss 0.00000122, MAE 25.93, MSE 87.71, Best MAE 23.29, Best MSE 78.57 
Epoch 105: loss 0.00000126, MAE 24.73, MSE 86.24, Best MAE 23.29, Best MSE 78.57 
Epoch 106: loss 0.00000126, MAE 26.81, MSE 89.38, Best MAE 23.29, Best MSE 78.57 
Epoch 107: loss 0.00000120, MAE 24.71, MSE 85.48, Best MAE 23.29, Best MSE 78.57 
Epoch 108: loss 0.00000121, MAE 24.43, MSE 86.10, Best MAE 23.29, Best MSE 78.57 
Epoch 109: loss 0.00000120, MAE 23.84, MSE 80.06, Best MAE 23.29, Best MSE 78.57 
