Epoch 1: loss 0.00000190, MAE 33.97, MSE 92.67, Best MAE 33.97, Best MSE 92.67 
Epoch 64: loss 0.00000148, MAE 20.73, MSE 73.50, Best MAE 19.57, Best MSE 72.41 
Epoch 65: loss 0.00000147, MAE 23.30, MSE 79.16, Best MAE 19.57, Best MSE 72.41 
Epoch 66: loss 0.00000147, MAE 24.95, MSE 81.88, Best MAE 19.57, Best MSE 72.41 
Epoch 67: loss 0.00000143, MAE 22.68, MSE 77.95, Best MAE 19.57, Best MSE 72.41 
Epoch 68: loss 0.00000143, MAE 20.66, MSE 72.67, Best MAE 19.57, Best MSE 72.41 
Epoch 69: loss 0.00000143, MAE 23.39, MSE 79.55, Best MAE 19.57, Best MSE 72.41 
Epoch 70: loss 0.00000143, MAE 20.06, MSE 75.94, Best MAE 19.57, Best MSE 72.41 
Epoch 71: loss 0.00000147, MAE 22.55, MSE 76.99, Best MAE 19.57, Best MSE 72.41 
Epoch 72: loss 0.00000143, MAE 18.93, MSE 71.02, Best MAE 18.93, Best MSE 71.02 
Epoch 73: loss 0.00000143, MAE 18.98, MSE 72.38, Best MAE 18.93, Best MSE 71.02 
Epoch 74: loss 0.00000143, MAE 24.65, MSE 81.35, Best MAE 18.93, Best MSE 71.02 
Epoch 75: loss 0.00000141, MAE 24.97, MSE 81.37, Best MAE 18.93, Best MSE 71.02 
Epoch 76: loss 0.00000142, MAE 21.48, MSE 79.73, Best MAE 18.93, Best MSE 71.02 
Epoch 77: loss 0.00000144, MAE 22.28, MSE 74.16, Best MAE 18.93, Best MSE 71.02 
Epoch 78: loss 0.00000140, MAE 24.66, MSE 81.47, Best MAE 18.93, Best MSE 71.02 
Epoch 79: loss 0.00000142, MAE 21.27, MSE 76.23, Best MAE 18.93, Best MSE 71.02 
Epoch 80: loss 0.00000143, MAE 25.40, MSE 84.94, Best MAE 18.93, Best MSE 71.02 
Epoch 81: loss 0.00000140, MAE 24.07, MSE 80.54, Best MAE 18.93, Best MSE 71.02 
Epoch 82: loss 0.00000141, MAE 22.68, MSE 76.58, Best MAE 18.93, Best MSE 71.02 
Epoch 83: loss 0.00000145, MAE 29.63, MSE 95.20, Best MAE 18.93, Best MSE 71.02 
Epoch 84: loss 0.00000141, MAE 25.01, MSE 65.69, Best MAE 18.93, Best MSE 71.02 
Epoch 85: loss 0.00000140, MAE 23.65, MSE 80.77, Best MAE 18.93, Best MSE 71.02 
Epoch 86: loss 0.00000141, MAE 23.37, MSE 80.62, Best MAE 18.93, Best MSE 71.02 
Epoch 87: loss 0.00000142, MAE 22.26, MSE 77.65, Best MAE 18.93, Best MSE 71.02 
Epoch 88: loss 0.00000137, MAE 20.76, MSE 77.41, Best MAE 18.93, Best MSE 71.02 
Epoch 89: loss 0.00000140, MAE 28.16, MSE 83.40, Best MAE 18.93, Best MSE 71.02 
Epoch 90: loss 0.00000141, MAE 21.91, MSE 80.58, Best MAE 18.93, Best MSE 71.02 
Epoch 91: loss 0.00000141, MAE 23.59, MSE 83.48, Best MAE 18.93, Best MSE 71.02 
Epoch 92: loss 0.00000142, MAE 23.36, MSE 72.86, Best MAE 18.93, Best MSE 71.02 
Epoch 93: loss 0.00000137, MAE 19.00, MSE 70.12, Best MAE 18.93, Best MSE 71.02 
Epoch 94: loss 0.00000137, MAE 24.10, MSE 83.35, Best MAE 18.93, Best MSE 71.02 
Epoch 95: loss 0.00000141, MAE 20.16, MSE 73.90, Best MAE 18.93, Best MSE 71.02 
Epoch 96: loss 0.00000137, MAE 25.07, MSE 79.69, Best MAE 18.93, Best MSE 71.02 
Epoch 97: loss 0.00000138, MAE 24.50, MSE 84.91, Best MAE 18.93, Best MSE 71.02 
Epoch 98: loss 0.00000138, MAE 22.71, MSE 79.99, Best MAE 18.93, Best MSE 71.02 
Epoch 99: loss 0.00000140, MAE 21.65, MSE 76.36, Best MAE 18.93, Best MSE 71.02 
Epoch 100: loss 0.00000133, MAE 24.46, MSE 81.97, Best MAE 18.93, Best MSE 71.02 
Epoch 101: loss 0.00000138, MAE 22.37, MSE 80.27, Best MAE 18.93, Best MSE 71.02 
Epoch 102: loss 0.00000141, MAE 22.33, MSE 79.64, Best MAE 18.93, Best MSE 71.02 
Epoch 103: loss 0.00000139, MAE 20.66, MSE 74.71, Best MAE 18.93, Best MSE 71.02 
Epoch 104: loss 0.00000138, MAE 21.22, MSE 78.76, Best MAE 18.93, Best MSE 71.02 
Epoch 105: loss 0.00000138, MAE 19.93, MSE 74.64, Best MAE 18.93, Best MSE 71.02 
Epoch 106: loss 0.00000135, MAE 20.46, MSE 76.80, Best MAE 18.93, Best MSE 71.02 
Epoch 107: loss 0.00000136, MAE 22.49, MSE 79.69, Best MAE 18.93, Best MSE 71.02 
Epoch 108: loss 0.00000138, MAE 24.21, MSE 82.27, Best MAE 18.93, Best MSE 71.02 
Epoch 109: loss 0.00000136, MAE 22.43, MSE 81.21, Best MAE 18.93, Best MSE 71.02 
Epoch 110: loss 0.00000135, MAE 19.99, MSE 72.29, Best MAE 18.93, Best MSE 71.02 
Epoch 111: loss 0.00000134, MAE 22.64, MSE 82.36, Best MAE 18.93, Best MSE 71.02 
Epoch 112: loss 0.00000133, MAE 22.45, MSE 82.15, Best MAE 18.93, Best MSE 71.02 
Epoch 113: loss 0.00000136, MAE 22.34, MSE 79.76, Best MAE 18.93, Best MSE 71.02 
Epoch 114: loss 0.00000136, MAE 21.71, MSE 78.73, Best MAE 18.93, Best MSE 71.02 
Epoch 115: loss 0.00000136, MAE 23.53, MSE 81.23, Best MAE 18.93, Best MSE 71.02 
Epoch 116: loss 0.00000135, MAE 21.84, MSE 78.48, Best MAE 18.93, Best MSE 71.02 
Epoch 117: loss 0.00000131, MAE 23.01, MSE 81.16, Best MAE 18.93, Best MSE 71.02 
Epoch 118: loss 0.00000135, MAE 24.78, MSE 82.86, Best MAE 18.93, Best MSE 71.02 
Epoch 119: loss 0.00000134, MAE 19.66, MSE 67.62, Best MAE 18.93, Best MSE 71.02 
Epoch 120: loss 0.00000136, MAE 22.66, MSE 79.84, Best MAE 18.93, Best MSE 71.02 
Epoch 121: loss 0.00000133, MAE 22.38, MSE 79.89, Best MAE 18.93, Best MSE 71.02 
Epoch 122: loss 0.00000136, MAE 22.06, MSE 75.09, Best MAE 18.93, Best MSE 71.02 
Epoch 123: loss 0.00000134, MAE 21.08, MSE 59.00, Best MAE 18.93, Best MSE 71.02 
Epoch 124: loss 0.00000136, MAE 21.22, MSE 78.94, Best MAE 18.93, Best MSE 71.02 
Epoch 125: loss 0.00000133, MAE 24.12, MSE 81.40, Best MAE 18.93, Best MSE 71.02 
Epoch 126: loss 0.00000134, MAE 24.74, MSE 80.93, Best MAE 18.93, Best MSE 71.02 
Epoch 127: loss 0.00000131, MAE 26.00, MSE 83.50, Best MAE 18.93, Best MSE 71.02 
Epoch 128: loss 0.00000133, MAE 22.01, MSE 77.37, Best MAE 18.93, Best MSE 71.02 
Epoch 129: loss 0.00000135, MAE 22.74, MSE 83.55, Best MAE 18.93, Best MSE 71.02 
Epoch 130: loss 0.00000133, MAE 23.15, MSE 80.99, Best MAE 18.93, Best MSE 71.02 
Epoch 131: loss 0.00000133, MAE 22.79, MSE 84.88, Best MAE 18.93, Best MSE 71.02 
Epoch 132: loss 0.00000133, MAE 24.24, MSE 84.71, Best MAE 18.93, Best MSE 71.02 
Epoch 133: loss 0.00000131, MAE 22.08, MSE 79.22, Best MAE 18.93, Best MSE 71.02 
Epoch 134: loss 0.00000131, MAE 21.36, MSE 75.84, Best MAE 18.93, Best MSE 71.02 
Epoch 135: loss 0.00000130, MAE 22.03, MSE 76.23, Best MAE 18.93, Best MSE 71.02 
Epoch 136: loss 0.00000130, MAE 22.72, MSE 79.90, Best MAE 18.93, Best MSE 71.02 
Epoch 137: loss 0.00000129, MAE 25.14, MSE 81.89, Best MAE 18.93, Best MSE 71.02 
Epoch 138: loss 0.00000132, MAE 21.99, MSE 82.66, Best MAE 18.93, Best MSE 71.02 
Epoch 139: loss 0.00000133, MAE 22.55, MSE 80.55, Best MAE 18.93, Best MSE 71.02 
Epoch 140: loss 0.00000128, MAE 26.77, MSE 90.98, Best MAE 18.93, Best MSE 71.02 
Epoch 141: loss 0.00000132, MAE 30.27, MSE 80.38, Best MAE 18.93, Best MSE 71.02 
Epoch 142: loss 0.00000132, MAE 29.90, MSE 92.35, Best MAE 18.93, Best MSE 71.02 
Epoch 143: loss 0.00000128, MAE 22.52, MSE 79.65, Best MAE 18.93, Best MSE 71.02 
Epoch 144: loss 0.00000132, MAE 21.18, MSE 76.32, Best MAE 18.93, Best MSE 71.02 
Epoch 145: loss 0.00000130, MAE 21.18, MSE 77.62, Best MAE 18.93, Best MSE 71.02 
Epoch 146: loss 0.00000130, MAE 21.14, MSE 77.18, Best MAE 18.93, Best MSE 71.02 
Epoch 147: loss 0.00000129, MAE 21.23, MSE 78.56, Best MAE 18.93, Best MSE 71.02 
Epoch 148: loss 0.00000130, MAE 22.43, MSE 78.74, Best MAE 18.93, Best MSE 71.02 
Epoch 149: loss 0.00000128, MAE 20.28, MSE 76.12, Best MAE 18.93, Best MSE 71.02 
Epoch 150: loss 0.00000127, MAE 20.36, MSE 76.18, Best MAE 18.93, Best MSE 71.02 
Epoch 151: loss 0.00000129, MAE 21.29, MSE 77.04, Best MAE 18.93, Best MSE 71.02 
Epoch 152: loss 0.00000130, MAE 23.57, MSE 80.12, Best MAE 18.93, Best MSE 71.02 
Epoch 153: loss 0.00000128, MAE 22.64, MSE 79.88, Best MAE 18.93, Best MSE 71.02 
Epoch 154: loss 0.00000128, MAE 22.66, MSE 78.80, Best MAE 18.93, Best MSE 71.02 
Epoch 155: loss 0.00000125, MAE 22.86, MSE 80.06, Best MAE 18.93, Best MSE 71.02 
Epoch 156: loss 0.00000129, MAE 21.89, MSE 77.76, Best MAE 18.93, Best MSE 71.02 
Epoch 157: loss 0.00000126, MAE 26.83, MSE 88.64, Best MAE 18.93, Best MSE 71.02 
Epoch 158: loss 0.00000126, MAE 22.98, MSE 77.44, Best MAE 18.93, Best MSE 71.02 
Epoch 159: loss 0.00000128, MAE 21.92, MSE 78.48, Best MAE 18.93, Best MSE 71.02 
Epoch 160: loss 0.00000128, MAE 20.59, MSE 76.51, Best MAE 18.93, Best MSE 71.02 
Epoch 161: loss 0.00000128, MAE 19.49, MSE 71.54, Best MAE 18.93, Best MSE 71.02 
Epoch 162: loss 0.00000126, MAE 25.95, MSE 86.26, Best MAE 18.93, Best MSE 71.02 
Epoch 163: loss 0.00000128, MAE 24.60, MSE 82.22, Best MAE 18.93, Best MSE 71.02 
Epoch 164: loss 0.00000129, MAE 20.71, MSE 74.88, Best MAE 18.93, Best MSE 71.02 
Epoch 165: loss 0.00000130, MAE 28.52, MSE 90.55, Best MAE 18.93, Best MSE 71.02 
Epoch 166: loss 0.00000128, MAE 19.87, MSE 74.19, Best MAE 18.93, Best MSE 71.02 
Epoch 167: loss 0.00000126, MAE 20.59, MSE 75.01, Best MAE 18.93, Best MSE 71.02 
Epoch 168: loss 0.00000126, MAE 19.19, MSE 69.02, Best MAE 18.93, Best MSE 71.02 
Epoch 169: loss 0.00000127, MAE 22.41, MSE 80.01, Best MAE 18.93, Best MSE 71.02 
Epoch 170: loss 0.00000129, MAE 22.52, MSE 80.96, Best MAE 18.93, Best MSE 71.02 
Epoch 171: loss 0.00000132, MAE 22.07, MSE 78.78, Best MAE 18.93, Best MSE 71.02 
Epoch 172: loss 0.00000129, MAE 22.13, MSE 80.23, Best MAE 18.93, Best MSE 71.02 
Epoch 173: loss 0.00000127, MAE 22.78, MSE 79.83, Best MAE 18.93, Best MSE 71.02 
Epoch 174: loss 0.00000125, MAE 21.82, MSE 82.19, Best MAE 18.93, Best MSE 71.02 
Epoch 175: loss 0.00000124, MAE 20.18, MSE 74.63, Best MAE 18.93, Best MSE 71.02 
Epoch 176: loss 0.00000129, MAE 22.87, MSE 78.09, Best MAE 18.93, Best MSE 71.02 
Epoch 177: loss 0.00000127, MAE 24.43, MSE 84.06, Best MAE 18.93, Best MSE 71.02 
Epoch 178: loss 0.00000126, MAE 23.19, MSE 82.19, Best MAE 18.93, Best MSE 71.02 
Epoch 179: loss 0.00000127, MAE 23.78, MSE 78.08, Best MAE 18.93, Best MSE 71.02 
Epoch 180: loss 0.00000128, MAE 21.82, MSE 80.12, Best MAE 18.93, Best MSE 71.02 
Epoch 181: loss 0.00000124, MAE 22.84, MSE 74.45, Best MAE 18.93, Best MSE 71.02 
Epoch 182: loss 0.00000125, MAE 27.92, MSE 81.17, Best MAE 18.93, Best MSE 71.02 
Epoch 183: loss 0.00000126, MAE 23.53, MSE 78.83, Best MAE 18.93, Best MSE 71.02 
Epoch 184: loss 0.00000125, MAE 23.24, MSE 80.33, Best MAE 18.93, Best MSE 71.02 
Epoch 185: loss 0.00000125, MAE 23.25, MSE 83.02, Best MAE 18.93, Best MSE 71.02 
Epoch 186: loss 0.00000128, MAE 21.87, MSE 77.55, Best MAE 18.93, Best MSE 71.02 
Epoch 187: loss 0.00000127, MAE 22.55, MSE 85.53, Best MAE 18.93, Best MSE 71.02 
Epoch 188: loss 0.00000125, MAE 21.72, MSE 79.77, Best MAE 18.93, Best MSE 71.02 
Epoch 189: loss 0.00000129, MAE 21.45, MSE 80.51, Best MAE 18.93, Best MSE 71.02 
Epoch 190: loss 0.00000128, MAE 24.28, MSE 78.09, Best MAE 18.93, Best MSE 71.02 
Epoch 191: loss 0.00000124, MAE 21.28, MSE 80.24, Best MAE 18.93, Best MSE 71.02 
Epoch 192: loss 0.00000123, MAE 21.25, MSE 76.96, Best MAE 18.93, Best MSE 71.02 
Epoch 193: loss 0.00000124, MAE 18.88, MSE 68.45, Best MAE 18.88, Best MSE 68.45 
Epoch 194: loss 0.00000124, MAE 21.60, MSE 77.86, Best MAE 18.88, Best MSE 68.45 
Epoch 195: loss 0.00000125, MAE 21.86, MSE 79.51, Best MAE 18.88, Best MSE 68.45 
Epoch 196: loss 0.00000126, MAE 21.50, MSE 76.46, Best MAE 18.88, Best MSE 68.45 
Epoch 197: loss 0.00000126, MAE 20.25, MSE 70.32, Best MAE 18.88, Best MSE 68.45 
Epoch 198: loss 0.00000125, MAE 22.33, MSE 76.38, Best MAE 18.88, Best MSE 68.45 
Epoch 199: loss 0.00000123, MAE 21.81, MSE 76.60, Best MAE 18.88, Best MSE 68.45 
Epoch 200: loss 0.00000122, MAE 22.49, MSE 81.76, Best MAE 18.88, Best MSE 68.45 
Epoch 201: loss 0.00000124, MAE 24.12, MSE 84.24, Best MAE 18.88, Best MSE 68.45 
Epoch 202: loss 0.00000124, MAE 22.29, MSE 76.52, Best MAE 18.88, Best MSE 68.45 
Epoch 203: loss 0.00000123, MAE 20.28, MSE 73.79, Best MAE 18.88, Best MSE 68.45 
Epoch 204: loss 0.00000122, MAE 21.66, MSE 79.77, Best MAE 18.88, Best MSE 68.45 
Epoch 205: loss 0.00000122, MAE 21.63, MSE 78.16, Best MAE 18.88, Best MSE 68.45 
Epoch 206: loss 0.00000126, MAE 21.45, MSE 78.14, Best MAE 18.88, Best MSE 68.45 
Epoch 207: loss 0.00000122, MAE 21.59, MSE 78.46, Best MAE 18.88, Best MSE 68.45 
Epoch 208: loss 0.00000122, MAE 22.04, MSE 78.04, Best MAE 18.88, Best MSE 68.45 
Epoch 209: loss 0.00000123, MAE 22.18, MSE 79.78, Best MAE 18.88, Best MSE 68.45 
Epoch 210: loss 0.00000120, MAE 22.98, MSE 80.20, Best MAE 18.88, Best MSE 68.45 
Epoch 211: loss 0.00000121, MAE 23.09, MSE 80.90, Best MAE 18.88, Best MSE 68.45 
Epoch 212: loss 0.00000125, MAE 20.93, MSE 77.10, Best MAE 18.88, Best MSE 68.45 
Epoch 213: loss 0.00000121, MAE 20.65, MSE 77.07, Best MAE 18.88, Best MSE 68.45 
Epoch 214: loss 0.00000120, MAE 22.25, MSE 78.19, Best MAE 18.88, Best MSE 68.45 
Epoch 215: loss 0.00000121, MAE 21.01, MSE 78.58, Best MAE 18.88, Best MSE 68.45 
Epoch 216: loss 0.00000118, MAE 23.03, MSE 79.74, Best MAE 18.88, Best MSE 68.45 
Epoch 217: loss 0.00000121, MAE 21.41, MSE 79.15, Best MAE 18.88, Best MSE 68.45 
Epoch 218: loss 0.00000120, MAE 27.13, MSE 85.24, Best MAE 18.88, Best MSE 68.45 
Epoch 219: loss 0.00000123, MAE 23.34, MSE 83.18, Best MAE 18.88, Best MSE 68.45 
Epoch 220: loss 0.00000123, MAE 23.83, MSE 80.39, Best MAE 18.88, Best MSE 68.45 
Epoch 221: loss 0.00000122, MAE 21.92, MSE 79.17, Best MAE 18.88, Best MSE 68.45 
Epoch 222: loss 0.00000120, MAE 20.66, MSE 77.52, Best MAE 18.88, Best MSE 68.45 
Epoch 223: loss 0.00000120, MAE 22.99, MSE 81.30, Best MAE 18.88, Best MSE 68.45 
Epoch 224: loss 0.00000119, MAE 21.94, MSE 78.98, Best MAE 18.88, Best MSE 68.45 
Epoch 225: loss 0.00000118, MAE 21.11, MSE 79.36, Best MAE 18.88, Best MSE 68.45 
Epoch 226: loss 0.00000121, MAE 24.98, MSE 79.27, Best MAE 18.88, Best MSE 68.45 
Epoch 227: loss 0.00000121, MAE 21.47, MSE 79.05, Best MAE 18.88, Best MSE 68.45 
Epoch 228: loss 0.00000122, MAE 23.93, MSE 84.13, Best MAE 18.88, Best MSE 68.45 
Epoch 229: loss 0.00000120, MAE 21.54, MSE 77.64, Best MAE 18.88, Best MSE 68.45 
Epoch 230: loss 0.00000123, MAE 21.19, MSE 78.18, Best MAE 18.88, Best MSE 68.45 
Epoch 231: loss 0.00000122, MAE 23.89, MSE 82.53, Best MAE 18.88, Best MSE 68.45 
Epoch 232: loss 0.00000122, MAE 22.21, MSE 78.54, Best MAE 18.88, Best MSE 68.45 
Epoch 233: loss 0.00000120, MAE 22.62, MSE 81.69, Best MAE 18.88, Best MSE 68.45 
Epoch 234: loss 0.00000124, MAE 23.64, MSE 82.85, Best MAE 18.88, Best MSE 68.45 
Epoch 235: loss 0.00000118, MAE 21.61, MSE 76.93, Best MAE 18.88, Best MSE 68.45 
Epoch 236: loss 0.00000119, MAE 21.44, MSE 79.55, Best MAE 18.88, Best MSE 68.45 
Epoch 237: loss 0.00000118, MAE 21.08, MSE 78.34, Best MAE 18.88, Best MSE 68.45 
Epoch 238: loss 0.00000119, MAE 24.10, MSE 81.90, Best MAE 18.88, Best MSE 68.45 
Epoch 239: loss 0.00000117, MAE 22.95, MSE 78.32, Best MAE 18.88, Best MSE 68.45 
Epoch 240: loss 0.00000116, MAE 21.14, MSE 79.31, Best MAE 18.88, Best MSE 68.45 
Epoch 241: loss 0.00000119, MAE 22.32, MSE 79.64, Best MAE 18.88, Best MSE 68.45 
Epoch 242: loss 0.00000122, MAE 22.87, MSE 81.92, Best MAE 18.88, Best MSE 68.45 
Epoch 243: loss 0.00000117, MAE 21.62, MSE 77.42, Best MAE 18.88, Best MSE 68.45 
Epoch 244: loss 0.00000119, MAE 23.48, MSE 83.91, Best MAE 18.88, Best MSE 68.45 
Epoch 245: loss 0.00000117, MAE 23.77, MSE 80.66, Best MAE 18.88, Best MSE 68.45 
Epoch 246: loss 0.00000118, MAE 24.76, MSE 84.93, Best MAE 18.88, Best MSE 68.45 
Epoch 247: loss 0.00000119, MAE 21.96, MSE 78.69, Best MAE 18.88, Best MSE 68.45 
Epoch 248: loss 0.00000117, MAE 23.33, MSE 82.11, Best MAE 18.88, Best MSE 68.45 
Epoch 249: loss 0.00000114, MAE 22.38, MSE 79.24, Best MAE 18.88, Best MSE 68.45 
Epoch 250: loss 0.00000118, MAE 22.96, MSE 80.56, Best MAE 18.88, Best MSE 68.45 
Epoch 251: loss 0.00000121, MAE 24.56, MSE 81.55, Best MAE 18.88, Best MSE 68.45 
Epoch 252: loss 0.00000120, MAE 21.07, MSE 76.82, Best MAE 18.88, Best MSE 68.45 
Epoch 253: loss 0.00000118, MAE 25.52, MSE 85.01, Best MAE 18.88, Best MSE 68.45 
Epoch 254: loss 0.00000115, MAE 27.44, MSE 88.97, Best MAE 18.88, Best MSE 68.45 
Epoch 255: loss 0.00000116, MAE 22.15, MSE 78.27, Best MAE 18.88, Best MSE 68.45 
Epoch 256: loss 0.00000119, MAE 22.93, MSE 82.72, Best MAE 18.88, Best MSE 68.45 
Epoch 257: loss 0.00000116, MAE 22.80, MSE 79.34, Best MAE 18.88, Best MSE 68.45 
Epoch 258: loss 0.00000115, MAE 23.09, MSE 80.04, Best MAE 18.88, Best MSE 68.45 
Epoch 259: loss 0.00000115, MAE 23.34, MSE 82.33, Best MAE 18.88, Best MSE 68.45 
Epoch 260: loss 0.00000116, MAE 23.20, MSE 79.67, Best MAE 18.88, Best MSE 68.45 
Epoch 261: loss 0.00000116, MAE 21.57, MSE 78.84, Best MAE 18.88, Best MSE 68.45 
Epoch 262: loss 0.00000117, MAE 22.59, MSE 76.91, Best MAE 18.88, Best MSE 68.45 
Epoch 263: loss 0.00000117, MAE 21.55, MSE 79.44, Best MAE 18.88, Best MSE 68.45 
