Epoch 1: loss 0.00000915, MAE 44.02, MSE 109.80, Best MAE 44.02, Best MSE 109.80 
Epoch 23: loss 0.00000172, MAE 24.64, MSE 65.63, Best MAE 21.65, Best MSE 73.32 
Epoch 24: loss 0.00000177, MAE 25.18, MSE 81.52, Best MAE 21.65, Best MSE 73.32 
Epoch 25: loss 0.00000166, MAE 25.86, MSE 88.49, Best MAE 21.65, Best MSE 73.32 
Epoch 26: loss 0.00000162, MAE 27.29, MSE 85.94, Best MAE 21.65, Best MSE 73.32 
Epoch 27: loss 0.00000162, MAE 24.17, MSE 73.85, Best MAE 21.65, Best MSE 73.32 
Epoch 28: loss 0.00000161, MAE 23.34, MSE 81.20, Best MAE 21.65, Best MSE 73.32 
Epoch 29: loss 0.00000158, MAE 29.37, MSE 92.68, Best MAE 21.65, Best MSE 73.32 
Epoch 30: loss 0.00000152, MAE 21.72, MSE 74.82, Best MAE 21.65, Best MSE 73.32 
Epoch 31: loss 0.00000157, MAE 22.27, MSE 72.45, Best MAE 21.65, Best MSE 73.32 
Epoch 32: loss 0.00000153, MAE 21.97, MSE 67.48, Best MAE 21.65, Best MSE 73.32 
Epoch 33: loss 0.00000160, MAE 23.03, MSE 71.84, Best MAE 21.65, Best MSE 73.32 
Epoch 34: loss 0.00000152, MAE 24.64, MSE 70.08, Best MAE 21.65, Best MSE 73.32 
Epoch 35: loss 0.00000149, MAE 29.85, MSE 88.24, Best MAE 21.65, Best MSE 73.32 
Epoch 36: loss 0.00000147, MAE 23.89, MSE 75.14, Best MAE 21.65, Best MSE 73.32 
Epoch 37: loss 0.00000144, MAE 20.95, MSE 69.54, Best MAE 20.95, Best MSE 69.54 
Epoch 38: loss 0.00000144, MAE 20.82, MSE 69.76, Best MAE 20.82, Best MSE 69.76 
Epoch 39: loss 0.00000162, MAE 24.98, MSE 83.43, Best MAE 20.82, Best MSE 69.76 
Epoch 40: loss 0.00000156, MAE 25.43, MSE 74.13, Best MAE 20.82, Best MSE 69.76 
Epoch 41: loss 0.00000144, MAE 21.73, MSE 74.20, Best MAE 20.82, Best MSE 69.76 
Epoch 42: loss 0.00000143, MAE 22.53, MSE 73.20, Best MAE 20.82, Best MSE 69.76 
Epoch 43: loss 0.00000147, MAE 20.85, MSE 71.70, Best MAE 20.82, Best MSE 69.76 
Epoch 44: loss 0.00000142, MAE 22.93, MSE 74.49, Best MAE 20.82, Best MSE 69.76 
Epoch 45: loss 0.00000142, MAE 20.76, MSE 65.77, Best MAE 20.76, Best MSE 65.77 
Epoch 46: loss 0.00000141, MAE 22.84, MSE 74.59, Best MAE 20.76, Best MSE 65.77 
Epoch 47: loss 0.00000143, MAE 18.19, MSE 59.65, Best MAE 18.19, Best MSE 59.65 
Epoch 48: loss 0.00000140, MAE 23.02, MSE 79.01, Best MAE 18.19, Best MSE 59.65 
Epoch 49: loss 0.00000141, MAE 27.01, MSE 69.90, Best MAE 18.19, Best MSE 59.65 
Epoch 50: loss 0.00000146, MAE 22.15, MSE 75.96, Best MAE 18.19, Best MSE 59.65 
Epoch 51: loss 0.00000144, MAE 22.00, MSE 72.89, Best MAE 18.19, Best MSE 59.65 
Epoch 52: loss 0.00000137, MAE 19.14, MSE 66.26, Best MAE 18.19, Best MSE 59.65 
Epoch 53: loss 0.00000140, MAE 22.41, MSE 81.70, Best MAE 18.19, Best MSE 59.65 
Epoch 54: loss 0.00000143, MAE 19.71, MSE 66.76, Best MAE 18.19, Best MSE 59.65 
Epoch 55: loss 0.00000142, MAE 19.48, MSE 65.65, Best MAE 18.19, Best MSE 59.65 
Epoch 56: loss 0.00000137, MAE 20.17, MSE 69.09, Best MAE 18.19, Best MSE 59.65 
Epoch 57: loss 0.00000131, MAE 22.29, MSE 75.00, Best MAE 18.19, Best MSE 59.65 
Epoch 58: loss 0.00000138, MAE 29.16, MSE 66.26, Best MAE 18.19, Best MSE 59.65 
Epoch 59: loss 0.00000132, MAE 22.28, MSE 71.60, Best MAE 18.19, Best MSE 59.65 
Epoch 60: loss 0.00000136, MAE 17.62, MSE 59.05, Best MAE 17.62, Best MSE 59.05 
Epoch 61: loss 0.00000139, MAE 20.61, MSE 72.35, Best MAE 17.62, Best MSE 59.05 
Epoch 62: loss 0.00000134, MAE 23.14, MSE 70.25, Best MAE 17.62, Best MSE 59.05 
Epoch 63: loss 0.00000132, MAE 20.02, MSE 69.39, Best MAE 17.62, Best MSE 59.05 
Epoch 64: loss 0.00000130, MAE 21.43, MSE 67.76, Best MAE 17.62, Best MSE 59.05 
Epoch 65: loss 0.00000135, MAE 25.54, MSE 71.90, Best MAE 17.62, Best MSE 59.05 
Epoch 66: loss 0.00000132, MAE 20.81, MSE 68.61, Best MAE 17.62, Best MSE 59.05 
Epoch 67: loss 0.00000130, MAE 21.22, MSE 68.99, Best MAE 17.62, Best MSE 59.05 
Epoch 68: loss 0.00000134, MAE 20.41, MSE 72.56, Best MAE 17.62, Best MSE 59.05 
Epoch 69: loss 0.00000135, MAE 20.72, MSE 69.36, Best MAE 17.62, Best MSE 59.05 
Epoch 70: loss 0.00000134, MAE 19.09, MSE 65.55, Best MAE 17.62, Best MSE 59.05 
Epoch 71: loss 0.00000126, MAE 22.53, MSE 70.97, Best MAE 17.62, Best MSE 59.05 
Epoch 72: loss 0.00000129, MAE 24.37, MSE 74.84, Best MAE 17.62, Best MSE 59.05 
Epoch 73: loss 0.00000129, MAE 19.82, MSE 67.78, Best MAE 17.62, Best MSE 59.05 
Epoch 74: loss 0.00000129, MAE 24.32, MSE 76.09, Best MAE 17.62, Best MSE 59.05 
Epoch 75: loss 0.00000124, MAE 21.71, MSE 73.85, Best MAE 17.62, Best MSE 59.05 
Epoch 76: loss 0.00000129, MAE 20.70, MSE 66.70, Best MAE 17.62, Best MSE 59.05 
Epoch 77: loss 0.00000134, MAE 18.27, MSE 59.54, Best MAE 17.62, Best MSE 59.05 
Epoch 78: loss 0.00000135, MAE 22.85, MSE 76.34, Best MAE 17.62, Best MSE 59.05 
Epoch 79: loss 0.00000136, MAE 24.28, MSE 84.12, Best MAE 17.62, Best MSE 59.05 
Epoch 80: loss 0.00000138, MAE 22.77, MSE 72.83, Best MAE 17.62, Best MSE 59.05 
Epoch 81: loss 0.00000130, MAE 20.07, MSE 67.44, Best MAE 17.62, Best MSE 59.05 
Epoch 82: loss 0.00000128, MAE 23.53, MSE 83.55, Best MAE 17.62, Best MSE 59.05 
Epoch 83: loss 0.00000125, MAE 21.36, MSE 69.24, Best MAE 17.62, Best MSE 59.05 
Epoch 84: loss 0.00000124, MAE 19.81, MSE 68.34, Best MAE 17.62, Best MSE 59.05 
Epoch 85: loss 0.00000130, MAE 19.16, MSE 65.94, Best MAE 17.62, Best MSE 59.05 
Epoch 86: loss 0.00000126, MAE 19.21, MSE 65.19, Best MAE 17.62, Best MSE 59.05 
Epoch 87: loss 0.00000133, MAE 22.74, MSE 74.78, Best MAE 17.62, Best MSE 59.05 
Epoch 88: loss 0.00000135, MAE 22.39, MSE 77.48, Best MAE 17.62, Best MSE 59.05 
Epoch 89: loss 0.00000129, MAE 17.70, MSE 61.06, Best MAE 17.62, Best MSE 59.05 
Epoch 90: loss 0.00000128, MAE 18.15, MSE 63.30, Best MAE 17.62, Best MSE 59.05 
Epoch 91: loss 0.00000125, MAE 18.43, MSE 64.55, Best MAE 17.62, Best MSE 59.05 
Epoch 92: loss 0.00000130, MAE 20.62, MSE 66.97, Best MAE 17.62, Best MSE 59.05 
Epoch 93: loss 0.00000125, MAE 19.85, MSE 67.93, Best MAE 17.62, Best MSE 59.05 
Epoch 94: loss 0.00000127, MAE 18.19, MSE 60.32, Best MAE 17.62, Best MSE 59.05 
Epoch 95: loss 0.00000129, MAE 18.30, MSE 65.09, Best MAE 17.62, Best MSE 59.05 
Epoch 96: loss 0.00000124, MAE 20.47, MSE 68.01, Best MAE 17.62, Best MSE 59.05 
Epoch 97: loss 0.00000127, MAE 20.61, MSE 66.17, Best MAE 17.62, Best MSE 59.05 
Epoch 98: loss 0.00000126, MAE 17.25, MSE 57.39, Best MAE 17.25, Best MSE 57.39 
Epoch 99: loss 0.00000125, MAE 22.16, MSE 75.11, Best MAE 17.25, Best MSE 57.39 
Epoch 100: loss 0.00000125, MAE 18.90, MSE 66.46, Best MAE 17.25, Best MSE 57.39 
Epoch 101: loss 0.00000126, MAE 17.51, MSE 59.84, Best MAE 17.25, Best MSE 57.39 
Epoch 102: loss 0.00000126, MAE 20.91, MSE 70.05, Best MAE 17.25, Best MSE 57.39 
Epoch 103: loss 0.00000129, MAE 18.17, MSE 64.15, Best MAE 17.25, Best MSE 57.39 
Epoch 104: loss 0.00000123, MAE 20.17, MSE 65.87, Best MAE 17.25, Best MSE 57.39 
Epoch 105: loss 0.00000126, MAE 17.49, MSE 56.39, Best MAE 17.25, Best MSE 57.39 
Epoch 106: loss 0.00000123, MAE 21.03, MSE 69.20, Best MAE 17.25, Best MSE 57.39 
Epoch 107: loss 0.00000124, MAE 18.06, MSE 62.21, Best MAE 17.25, Best MSE 57.39 
Epoch 108: loss 0.00000122, MAE 18.36, MSE 66.65, Best MAE 17.25, Best MSE 57.39 
Epoch 109: loss 0.00000124, MAE 19.74, MSE 63.13, Best MAE 17.25, Best MSE 57.39 
Epoch 110: loss 0.00000126, MAE 20.05, MSE 68.51, Best MAE 17.25, Best MSE 57.39 
Epoch 111: loss 0.00000121, MAE 20.53, MSE 68.96, Best MAE 17.25, Best MSE 57.39 
Epoch 112: loss 0.00000118, MAE 18.34, MSE 66.60, Best MAE 17.25, Best MSE 57.39 
Epoch 113: loss 0.00000121, MAE 19.41, MSE 71.76, Best MAE 17.25, Best MSE 57.39 
Epoch 114: loss 0.00000118, MAE 19.40, MSE 64.33, Best MAE 17.25, Best MSE 57.39 
Epoch 115: loss 0.00000120, MAE 19.18, MSE 64.30, Best MAE 17.25, Best MSE 57.39 
Epoch 116: loss 0.00000120, MAE 18.16, MSE 63.36, Best MAE 17.25, Best MSE 57.39 
Epoch 117: loss 0.00000122, MAE 22.79, MSE 70.48, Best MAE 17.25, Best MSE 57.39 
Epoch 118: loss 0.00000127, MAE 18.15, MSE 65.30, Best MAE 17.25, Best MSE 57.39 
Epoch 119: loss 0.00000122, MAE 19.16, MSE 66.95, Best MAE 17.25, Best MSE 57.39 
Epoch 120: loss 0.00000125, MAE 20.91, MSE 70.37, Best MAE 17.25, Best MSE 57.39 
Epoch 121: loss 0.00000123, MAE 23.08, MSE 80.63, Best MAE 17.25, Best MSE 57.39 
Epoch 122: loss 0.00000121, MAE 18.58, MSE 65.62, Best MAE 17.25, Best MSE 57.39 
Epoch 123: loss 0.00000122, MAE 17.82, MSE 63.08, Best MAE 17.25, Best MSE 57.39 
Epoch 124: loss 0.00000120, MAE 22.41, MSE 71.80, Best MAE 17.25, Best MSE 57.39 
Epoch 125: loss 0.00000123, MAE 21.34, MSE 73.69, Best MAE 17.25, Best MSE 57.39 
Epoch 126: loss 0.00000126, MAE 19.17, MSE 65.77, Best MAE 17.25, Best MSE 57.39 
Epoch 127: loss 0.00000123, MAE 23.60, MSE 68.19, Best MAE 17.25, Best MSE 57.39 
Epoch 128: loss 0.00000123, MAE 18.23, MSE 67.05, Best MAE 17.25, Best MSE 57.39 
Epoch 129: loss 0.00000121, MAE 18.14, MSE 66.29, Best MAE 17.25, Best MSE 57.39 
Epoch 130: loss 0.00000120, MAE 19.50, MSE 68.78, Best MAE 17.25, Best MSE 57.39 
Epoch 131: loss 0.00000150, MAE 18.64, MSE 60.70, Best MAE 17.25, Best MSE 57.39 
Epoch 132: loss 0.00000139, MAE 17.18, MSE 59.39, Best MAE 17.18, Best MSE 59.39 
Epoch 133: loss 0.00000124, MAE 21.65, MSE 70.18, Best MAE 17.18, Best MSE 59.39 
Epoch 134: loss 0.00000123, MAE 17.17, MSE 61.03, Best MAE 17.17, Best MSE 61.03 
Epoch 135: loss 0.00000123, MAE 17.79, MSE 61.76, Best MAE 17.17, Best MSE 61.03 
Epoch 136: loss 0.00000123, MAE 20.51, MSE 66.86, Best MAE 17.17, Best MSE 61.03 
Epoch 137: loss 0.00000123, MAE 18.40, MSE 62.06, Best MAE 17.17, Best MSE 61.03 
Epoch 138: loss 0.00000122, MAE 18.10, MSE 65.52, Best MAE 17.17, Best MSE 61.03 
Epoch 139: loss 0.00000123, MAE 20.07, MSE 67.39, Best MAE 17.17, Best MSE 61.03 
Epoch 140: loss 0.00000120, MAE 19.41, MSE 66.10, Best MAE 17.17, Best MSE 61.03 
Epoch 141: loss 0.00000119, MAE 20.90, MSE 66.67, Best MAE 17.17, Best MSE 61.03 
Epoch 142: loss 0.00000123, MAE 18.23, MSE 65.05, Best MAE 17.17, Best MSE 61.03 
Epoch 143: loss 0.00000123, MAE 17.95, MSE 61.74, Best MAE 17.17, Best MSE 61.03 
Epoch 144: loss 0.00000123, MAE 18.43, MSE 68.97, Best MAE 17.17, Best MSE 61.03 
Epoch 145: loss 0.00000122, MAE 18.13, MSE 61.29, Best MAE 17.17, Best MSE 61.03 
Epoch 146: loss 0.00000121, MAE 17.74, MSE 65.74, Best MAE 17.17, Best MSE 61.03 
Epoch 147: loss 0.00000121, MAE 19.33, MSE 70.50, Best MAE 17.17, Best MSE 61.03 
Epoch 148: loss 0.00000122, MAE 18.52, MSE 65.39, Best MAE 17.17, Best MSE 61.03 
Epoch 149: loss 0.00000121, MAE 19.33, MSE 66.61, Best MAE 17.17, Best MSE 61.03 
Epoch 150: loss 0.00000128, MAE 18.90, MSE 69.17, Best MAE 17.17, Best MSE 61.03 
Epoch 151: loss 0.00000115, MAE 20.15, MSE 66.03, Best MAE 17.17, Best MSE 61.03 
Epoch 152: loss 0.00000121, MAE 18.44, MSE 62.91, Best MAE 17.17, Best MSE 61.03 
Epoch 153: loss 0.00000126, MAE 18.65, MSE 65.24, Best MAE 17.17, Best MSE 61.03 
Epoch 154: loss 0.00000126, MAE 19.64, MSE 69.70, Best MAE 17.17, Best MSE 61.03 
Epoch 155: loss 0.00000120, MAE 18.21, MSE 61.79, Best MAE 17.17, Best MSE 61.03 
Epoch 156: loss 0.00000119, MAE 18.46, MSE 64.32, Best MAE 17.17, Best MSE 61.03 
Epoch 157: loss 0.00000120, MAE 20.87, MSE 68.09, Best MAE 17.17, Best MSE 61.03 
Epoch 158: loss 0.00000120, MAE 17.23, MSE 62.43, Best MAE 17.17, Best MSE 61.03 
Epoch 159: loss 0.00000120, MAE 19.03, MSE 65.59, Best MAE 17.17, Best MSE 61.03 
Epoch 160: loss 0.00000119, MAE 17.78, MSE 63.44, Best MAE 17.17, Best MSE 61.03 
Epoch 161: loss 0.00000121, MAE 16.52, MSE 56.63, Best MAE 16.52, Best MSE 56.63 
Epoch 162: loss 0.00000119, MAE 21.68, MSE 75.71, Best MAE 16.52, Best MSE 56.63 
Epoch 163: loss 0.00000117, MAE 17.05, MSE 60.34, Best MAE 16.52, Best MSE 56.63 
Epoch 164: loss 0.00000119, MAE 19.99, MSE 73.44, Best MAE 16.52, Best MSE 56.63 
Epoch 165: loss 0.00000130, MAE 17.97, MSE 66.16, Best MAE 16.52, Best MSE 56.63 
Epoch 166: loss 0.00000121, MAE 18.45, MSE 64.19, Best MAE 16.52, Best MSE 56.63 
Epoch 167: loss 0.00000117, MAE 18.77, MSE 64.06, Best MAE 16.52, Best MSE 56.63 
Epoch 168: loss 0.00000120, MAE 20.31, MSE 65.96, Best MAE 16.52, Best MSE 56.63 
Epoch 169: loss 0.00000119, MAE 19.85, MSE 65.29, Best MAE 16.52, Best MSE 56.63 
Epoch 170: loss 0.00000116, MAE 18.54, MSE 66.65, Best MAE 16.52, Best MSE 56.63 
Epoch 171: loss 0.00000117, MAE 20.06, MSE 67.00, Best MAE 16.52, Best MSE 56.63 
Epoch 172: loss 0.00000115, MAE 20.55, MSE 68.21, Best MAE 16.52, Best MSE 56.63 
Epoch 173: loss 0.00000117, MAE 17.42, MSE 62.88, Best MAE 16.52, Best MSE 56.63 
Epoch 174: loss 0.00000117, MAE 17.45, MSE 62.02, Best MAE 16.52, Best MSE 56.63 
Epoch 175: loss 0.00000123, MAE 29.20, MSE 77.11, Best MAE 16.52, Best MSE 56.63 
Epoch 176: loss 0.00000116, MAE 17.53, MSE 63.30, Best MAE 16.52, Best MSE 56.63 
Epoch 177: loss 0.00000115, MAE 20.11, MSE 66.36, Best MAE 16.52, Best MSE 56.63 
Epoch 178: loss 0.00000116, MAE 20.23, MSE 63.27, Best MAE 16.52, Best MSE 56.63 
Epoch 179: loss 0.00000116, MAE 17.89, MSE 63.69, Best MAE 16.52, Best MSE 56.63 
Epoch 180: loss 0.00000114, MAE 19.28, MSE 71.39, Best MAE 16.52, Best MSE 56.63 
Epoch 181: loss 0.00000116, MAE 19.52, MSE 66.27, Best MAE 16.52, Best MSE 56.63 
Epoch 182: loss 0.00000117, MAE 18.78, MSE 67.77, Best MAE 16.52, Best MSE 56.63 
Epoch 183: loss 0.00000116, MAE 23.40, MSE 68.30, Best MAE 16.52, Best MSE 56.63 
Epoch 184: loss 0.00000116, MAE 18.47, MSE 63.97, Best MAE 16.52, Best MSE 56.63 
Epoch 185: loss 0.00000116, MAE 18.06, MSE 64.21, Best MAE 16.52, Best MSE 56.63 
Epoch 186: loss 0.00000126, MAE 19.27, MSE 68.08, Best MAE 16.52, Best MSE 56.63 
Epoch 187: loss 0.00000121, MAE 18.64, MSE 64.12, Best MAE 16.52, Best MSE 56.63 
Epoch 188: loss 0.00000114, MAE 19.81, MSE 69.54, Best MAE 16.52, Best MSE 56.63 
Epoch 189: loss 0.00000115, MAE 19.60, MSE 66.40, Best MAE 16.52, Best MSE 56.63 
Epoch 190: loss 0.00000113, MAE 21.02, MSE 68.28, Best MAE 16.52, Best MSE 56.63 
Epoch 191: loss 0.00000114, MAE 19.54, MSE 68.77, Best MAE 16.52, Best MSE 56.63 
Epoch 192: loss 0.00000118, MAE 23.61, MSE 74.91, Best MAE 16.52, Best MSE 56.63 
Epoch 193: loss 0.00000114, MAE 17.58, MSE 63.17, Best MAE 16.52, Best MSE 56.63 
Epoch 194: loss 0.00000114, MAE 16.90, MSE 62.81, Best MAE 16.52, Best MSE 56.63 
Epoch 195: loss 0.00000114, MAE 19.37, MSE 66.92, Best MAE 16.52, Best MSE 56.63 
Epoch 196: loss 0.00000115, MAE 19.45, MSE 67.14, Best MAE 16.52, Best MSE 56.63 
Epoch 197: loss 0.00000113, MAE 17.83, MSE 65.10, Best MAE 16.52, Best MSE 56.63 
Epoch 198: loss 0.00000114, MAE 18.26, MSE 64.13, Best MAE 16.52, Best MSE 56.63 
Epoch 199: loss 0.00000115, MAE 19.81, MSE 69.76, Best MAE 16.52, Best MSE 56.63 
Epoch 200: loss 0.00000116, MAE 17.47, MSE 65.78, Best MAE 16.52, Best MSE 56.63 
Epoch 201: loss 0.00000114, MAE 17.26, MSE 58.45, Best MAE 16.52, Best MSE 56.63 
Epoch 202: loss 0.00000111, MAE 18.05, MSE 63.47, Best MAE 16.52, Best MSE 56.63 
Epoch 203: loss 0.00000115, MAE 31.40, MSE 91.72, Best MAE 16.52, Best MSE 56.63 
Epoch 204: loss 0.00000115, MAE 17.57, MSE 64.17, Best MAE 16.52, Best MSE 56.63 
Epoch 205: loss 0.00000113, MAE 18.61, MSE 67.28, Best MAE 16.52, Best MSE 56.63 
Epoch 206: loss 0.00000114, MAE 18.15, MSE 66.20, Best MAE 16.52, Best MSE 56.63 
Epoch 207: loss 0.00000114, MAE 18.28, MSE 65.51, Best MAE 16.52, Best MSE 56.63 
Epoch 208: loss 0.00000114, MAE 18.82, MSE 65.65, Best MAE 16.52, Best MSE 56.63 
Epoch 209: loss 0.00000113, MAE 17.08, MSE 63.28, Best MAE 16.52, Best MSE 56.63 
Epoch 210: loss 0.00000120, MAE 17.53, MSE 64.49, Best MAE 16.52, Best MSE 56.63 
Epoch 211: loss 0.00000117, MAE 18.60, MSE 65.39, Best MAE 16.52, Best MSE 56.63 
Epoch 212: loss 0.00000112, MAE 20.32, MSE 70.03, Best MAE 16.52, Best MSE 56.63 
Epoch 213: loss 0.00000115, MAE 18.17, MSE 64.18, Best MAE 16.52, Best MSE 56.63 
Epoch 214: loss 0.00000111, MAE 18.22, MSE 65.61, Best MAE 16.52, Best MSE 56.63 
Epoch 215: loss 0.00000115, MAE 18.63, MSE 65.43, Best MAE 16.52, Best MSE 56.63 
Epoch 216: loss 0.00000114, MAE 18.15, MSE 66.95, Best MAE 16.52, Best MSE 56.63 
Epoch 217: loss 0.00000112, MAE 18.20, MSE 65.22, Best MAE 16.52, Best MSE 56.63 
Epoch 218: loss 0.00000109, MAE 18.35, MSE 65.66, Best MAE 16.52, Best MSE 56.63 
Epoch 219: loss 0.00000114, MAE 18.99, MSE 67.89, Best MAE 16.52, Best MSE 56.63 
Epoch 220: loss 0.00000113, MAE 18.01, MSE 67.11, Best MAE 16.52, Best MSE 56.63 
Epoch 221: loss 0.00000108, MAE 18.88, MSE 63.57, Best MAE 16.52, Best MSE 56.63 
Epoch 222: loss 0.00000111, MAE 19.32, MSE 67.26, Best MAE 16.52, Best MSE 56.63 
Epoch 223: loss 0.00000113, MAE 20.66, MSE 65.24, Best MAE 16.52, Best MSE 56.63 
Epoch 224: loss 0.00000114, MAE 19.53, MSE 65.60, Best MAE 16.52, Best MSE 56.63 
Epoch 225: loss 0.00000115, MAE 21.01, MSE 69.22, Best MAE 16.52, Best MSE 56.63 
Epoch 226: loss 0.00000111, MAE 18.48, MSE 65.96, Best MAE 16.52, Best MSE 56.63 
Epoch 227: loss 0.00000114, MAE 19.33, MSE 67.41, Best MAE 16.52, Best MSE 56.63 
Epoch 228: loss 0.00000109, MAE 18.92, MSE 66.38, Best MAE 16.52, Best MSE 56.63 
Epoch 229: loss 0.00000109, MAE 18.68, MSE 68.29, Best MAE 16.52, Best MSE 56.63 
Epoch 230: loss 0.00000108, MAE 18.26, MSE 66.11, Best MAE 16.52, Best MSE 56.63 
Epoch 231: loss 0.00000110, MAE 22.30, MSE 76.86, Best MAE 16.52, Best MSE 56.63 
Epoch 232: loss 0.00000111, MAE 18.77, MSE 65.89, Best MAE 16.52, Best MSE 56.63 
Epoch 233: loss 0.00000112, MAE 19.79, MSE 69.64, Best MAE 16.52, Best MSE 56.63 
Epoch 234: loss 0.00000110, MAE 17.50, MSE 65.54, Best MAE 16.52, Best MSE 56.63 
Epoch 235: loss 0.00000106, MAE 18.20, MSE 68.31, Best MAE 16.52, Best MSE 56.63 
Epoch 236: loss 0.00000112, MAE 20.07, MSE 69.18, Best MAE 16.52, Best MSE 56.63 
Epoch 237: loss 0.00000111, MAE 18.50, MSE 65.47, Best MAE 16.52, Best MSE 56.63 
Epoch 238: loss 0.00000108, MAE 17.24, MSE 63.62, Best MAE 16.52, Best MSE 56.63 
Epoch 239: loss 0.00000111, MAE 18.13, MSE 66.76, Best MAE 16.52, Best MSE 56.63 
Epoch 240: loss 0.00000111, MAE 20.18, MSE 76.58, Best MAE 16.52, Best MSE 56.63 
Epoch 241: loss 0.00000109, MAE 18.45, MSE 64.98, Best MAE 16.52, Best MSE 56.63 
Epoch 242: loss 0.00000105, MAE 20.95, MSE 78.12, Best MAE 16.52, Best MSE 56.63 
Epoch 243: loss 0.00000108, MAE 17.85, MSE 63.51, Best MAE 16.52, Best MSE 56.63 
Epoch 244: loss 0.00000106, MAE 19.86, MSE 69.21, Best MAE 16.52, Best MSE 56.63 
Epoch 245: loss 0.00000107, MAE 22.28, MSE 64.37, Best MAE 16.52, Best MSE 56.63 
Epoch 246: loss 0.00000108, MAE 18.44, MSE 63.60, Best MAE 16.52, Best MSE 56.63 
Epoch 247: loss 0.00000108, MAE 18.76, MSE 67.61, Best MAE 16.52, Best MSE 56.63 
Epoch 248: loss 0.00000108, MAE 18.23, MSE 66.35, Best MAE 16.52, Best MSE 56.63 
Epoch 249: loss 0.00000108, MAE 18.49, MSE 68.81, Best MAE 16.52, Best MSE 56.63 
Epoch 250: loss 0.00000116, MAE 24.55, MSE 75.70, Best MAE 16.52, Best MSE 56.63 
Epoch 251: loss 0.00000107, MAE 18.21, MSE 67.41, Best MAE 16.52, Best MSE 56.63 
Epoch 252: loss 0.00000108, MAE 17.49, MSE 65.52, Best MAE 16.52, Best MSE 56.63 
Epoch 253: loss 0.00000106, MAE 22.67, MSE 70.48, Best MAE 16.52, Best MSE 56.63 
Epoch 254: loss 0.00000112, MAE 18.46, MSE 65.86, Best MAE 16.52, Best MSE 56.63 
Epoch 255: loss 0.00000111, MAE 17.78, MSE 64.22, Best MAE 16.52, Best MSE 56.63 
Epoch 256: loss 0.00000118, MAE 19.85, MSE 74.22, Best MAE 16.52, Best MSE 56.63 
Epoch 257: loss 0.00000113, MAE 18.71, MSE 67.55, Best MAE 16.52, Best MSE 56.63 
Epoch 258: loss 0.00000108, MAE 18.42, MSE 62.32, Best MAE 16.52, Best MSE 56.63 
Epoch 259: loss 0.00000107, MAE 19.26, MSE 65.54, Best MAE 16.52, Best MSE 56.63 
Epoch 260: loss 0.00000113, MAE 18.91, MSE 69.09, Best MAE 16.52, Best MSE 56.63 
Epoch 261: loss 0.00000109, MAE 17.02, MSE 62.83, Best MAE 16.52, Best MSE 56.63 
Epoch 262: loss 0.00000110, MAE 17.55, MSE 64.51, Best MAE 16.52, Best MSE 56.63 
Epoch 263: loss 0.00000110, MAE 17.20, MSE 64.04, Best MAE 16.52, Best MSE 56.63 
