Epoch 1: loss 0.00000189, MAE 29.15, MSE 86.02, Best MAE 29.15, Best MSE 86.02 
Epoch 111: loss 0.00000133, MAE 21.50, MSE 73.41, Best MAE 18.72, Best MSE 59.86 
Epoch 112: loss 0.00000132, MAE 19.24, MSE 64.36, Best MAE 18.72, Best MSE 59.86 
Epoch 113: loss 0.00000135, MAE 22.74, MSE 74.98, Best MAE 18.72, Best MSE 59.86 
Epoch 114: loss 0.00000137, MAE 24.05, MSE 73.99, Best MAE 18.72, Best MSE 59.86 
Epoch 115: loss 0.00000133, MAE 21.41, MSE 75.18, Best MAE 18.72, Best MSE 59.86 
Epoch 116: loss 0.00000130, MAE 20.97, MSE 74.07, Best MAE 18.72, Best MSE 59.86 
Epoch 117: loss 0.00000131, MAE 20.84, MSE 74.60, Best MAE 18.72, Best MSE 59.86 
Epoch 118: loss 0.00000135, MAE 22.31, MSE 59.32, Best MAE 18.72, Best MSE 59.86 
Epoch 119: loss 0.00000140, MAE 23.09, MSE 76.52, Best MAE 18.72, Best MSE 59.86 
Epoch 120: loss 0.00000132, MAE 22.15, MSE 76.32, Best MAE 18.72, Best MSE 59.86 
Epoch 121: loss 0.00000134, MAE 23.73, MSE 76.64, Best MAE 18.72, Best MSE 59.86 
Epoch 122: loss 0.00000133, MAE 21.15, MSE 73.63, Best MAE 18.72, Best MSE 59.86 
Epoch 123: loss 0.00000133, MAE 25.81, MSE 84.16, Best MAE 18.72, Best MSE 59.86 
Epoch 124: loss 0.00000131, MAE 21.91, MSE 74.18, Best MAE 18.72, Best MSE 59.86 
Epoch 125: loss 0.00000130, MAE 23.28, MSE 75.57, Best MAE 18.72, Best MSE 59.86 
Epoch 126: loss 0.00000130, MAE 21.04, MSE 74.25, Best MAE 18.72, Best MSE 59.86 
Epoch 127: loss 0.00000131, MAE 21.24, MSE 74.95, Best MAE 18.72, Best MSE 59.86 
Epoch 128: loss 0.00000131, MAE 23.31, MSE 72.71, Best MAE 18.72, Best MSE 59.86 
Epoch 129: loss 0.00000135, MAE 21.08, MSE 73.21, Best MAE 18.72, Best MSE 59.86 
Epoch 130: loss 0.00000130, MAE 25.57, MSE 78.47, Best MAE 18.72, Best MSE 59.86 
Epoch 131: loss 0.00000132, MAE 21.60, MSE 74.67, Best MAE 18.72, Best MSE 59.86 
Epoch 132: loss 0.00000127, MAE 21.11, MSE 76.02, Best MAE 18.72, Best MSE 59.86 
Epoch 133: loss 0.00000129, MAE 22.68, MSE 76.72, Best MAE 18.72, Best MSE 59.86 
Epoch 134: loss 0.00000131, MAE 21.84, MSE 74.56, Best MAE 18.72, Best MSE 59.86 
Epoch 135: loss 0.00000132, MAE 22.03, MSE 74.06, Best MAE 18.72, Best MSE 59.86 
Epoch 136: loss 0.00000130, MAE 20.73, MSE 73.75, Best MAE 18.72, Best MSE 59.86 
Epoch 137: loss 0.00000128, MAE 25.39, MSE 80.78, Best MAE 18.72, Best MSE 59.86 
Epoch 138: loss 0.00000129, MAE 21.89, MSE 72.19, Best MAE 18.72, Best MSE 59.86 
Epoch 139: loss 0.00000129, MAE 21.70, MSE 75.88, Best MAE 18.72, Best MSE 59.86 
Epoch 140: loss 0.00000129, MAE 20.79, MSE 72.87, Best MAE 18.72, Best MSE 59.86 
Epoch 141: loss 0.00000130, MAE 21.73, MSE 79.05, Best MAE 18.72, Best MSE 59.86 
Epoch 142: loss 0.00000130, MAE 24.49, MSE 77.53, Best MAE 18.72, Best MSE 59.86 
Epoch 143: loss 0.00000134, MAE 21.55, MSE 74.56, Best MAE 18.72, Best MSE 59.86 
Epoch 144: loss 0.00000129, MAE 21.04, MSE 74.78, Best MAE 18.72, Best MSE 59.86 
Epoch 145: loss 0.00000128, MAE 22.49, MSE 75.79, Best MAE 18.72, Best MSE 59.86 
Epoch 146: loss 0.00000129, MAE 21.95, MSE 74.46, Best MAE 18.72, Best MSE 59.86 
Epoch 147: loss 0.00000126, MAE 22.60, MSE 77.40, Best MAE 18.72, Best MSE 59.86 
Epoch 148: loss 0.00000129, MAE 27.19, MSE 85.32, Best MAE 18.72, Best MSE 59.86 
Epoch 149: loss 0.00000131, MAE 22.64, MSE 77.55, Best MAE 18.72, Best MSE 59.86 
Epoch 150: loss 0.00000127, MAE 22.59, MSE 73.78, Best MAE 18.72, Best MSE 59.86 
Epoch 151: loss 0.00000130, MAE 22.20, MSE 73.76, Best MAE 18.72, Best MSE 59.86 
Epoch 152: loss 0.00000127, MAE 24.82, MSE 81.19, Best MAE 18.72, Best MSE 59.86 
Epoch 153: loss 0.00000129, MAE 22.93, MSE 79.68, Best MAE 18.72, Best MSE 59.86 
Epoch 154: loss 0.00000128, MAE 21.64, MSE 77.28, Best MAE 18.72, Best MSE 59.86 
Epoch 155: loss 0.00000125, MAE 22.74, MSE 75.81, Best MAE 18.72, Best MSE 59.86 
Epoch 156: loss 0.00000128, MAE 20.88, MSE 72.96, Best MAE 18.72, Best MSE 59.86 
Epoch 157: loss 0.00000128, MAE 19.55, MSE 68.87, Best MAE 18.72, Best MSE 59.86 
Epoch 158: loss 0.00000130, MAE 21.83, MSE 78.12, Best MAE 18.72, Best MSE 59.86 
Epoch 159: loss 0.00000126, MAE 20.37, MSE 72.05, Best MAE 18.72, Best MSE 59.86 
Epoch 160: loss 0.00000126, MAE 22.78, MSE 78.00, Best MAE 18.72, Best MSE 59.86 
Epoch 161: loss 0.00000124, MAE 23.87, MSE 79.40, Best MAE 18.72, Best MSE 59.86 
Epoch 162: loss 0.00000125, MAE 21.34, MSE 76.50, Best MAE 18.72, Best MSE 59.86 
Epoch 163: loss 0.00000126, MAE 21.81, MSE 76.80, Best MAE 18.72, Best MSE 59.86 
Epoch 164: loss 0.00000126, MAE 21.00, MSE 75.94, Best MAE 18.72, Best MSE 59.86 
Epoch 165: loss 0.00000126, MAE 20.83, MSE 74.10, Best MAE 18.72, Best MSE 59.86 
Epoch 166: loss 0.00000126, MAE 25.92, MSE 83.81, Best MAE 18.72, Best MSE 59.86 
Epoch 167: loss 0.00000123, MAE 22.20, MSE 78.89, Best MAE 18.72, Best MSE 59.86 
Epoch 168: loss 0.00000126, MAE 21.81, MSE 76.62, Best MAE 18.72, Best MSE 59.86 
Epoch 169: loss 0.00000124, MAE 24.53, MSE 80.28, Best MAE 18.72, Best MSE 59.86 
Epoch 170: loss 0.00000121, MAE 22.19, MSE 74.83, Best MAE 18.72, Best MSE 59.86 
Epoch 171: loss 0.00000124, MAE 25.81, MSE 77.45, Best MAE 18.72, Best MSE 59.86 
Epoch 172: loss 0.00000123, MAE 22.62, MSE 78.49, Best MAE 18.72, Best MSE 59.86 
Epoch 173: loss 0.00000125, MAE 23.33, MSE 79.08, Best MAE 18.72, Best MSE 59.86 
Epoch 174: loss 0.00000126, MAE 27.41, MSE 82.71, Best MAE 18.72, Best MSE 59.86 
Epoch 175: loss 0.00000130, MAE 25.63, MSE 81.21, Best MAE 18.72, Best MSE 59.86 
Epoch 176: loss 0.00000124, MAE 22.12, MSE 74.61, Best MAE 18.72, Best MSE 59.86 
Epoch 177: loss 0.00000124, MAE 22.74, MSE 77.66, Best MAE 18.72, Best MSE 59.86 
Epoch 178: loss 0.00000123, MAE 22.52, MSE 79.15, Best MAE 18.72, Best MSE 59.86 
Epoch 179: loss 0.00000124, MAE 22.81, MSE 85.81, Best MAE 18.72, Best MSE 59.86 
Epoch 180: loss 0.00000123, MAE 20.57, MSE 74.48, Best MAE 18.72, Best MSE 59.86 
Epoch 181: loss 0.00000121, MAE 20.22, MSE 69.76, Best MAE 18.72, Best MSE 59.86 
Epoch 182: loss 0.00000122, MAE 24.27, MSE 76.06, Best MAE 18.72, Best MSE 59.86 
Epoch 183: loss 0.00000123, MAE 20.16, MSE 68.54, Best MAE 18.72, Best MSE 59.86 
Epoch 184: loss 0.00000124, MAE 20.18, MSE 73.58, Best MAE 18.72, Best MSE 59.86 
Epoch 185: loss 0.00000123, MAE 23.14, MSE 83.52, Best MAE 18.72, Best MSE 59.86 
Epoch 186: loss 0.00000122, MAE 22.27, MSE 78.19, Best MAE 18.72, Best MSE 59.86 
Epoch 187: loss 0.00000120, MAE 23.56, MSE 78.35, Best MAE 18.72, Best MSE 59.86 
Epoch 188: loss 0.00000122, MAE 25.76, MSE 83.15, Best MAE 18.72, Best MSE 59.86 
Epoch 189: loss 0.00000121, MAE 21.24, MSE 79.63, Best MAE 18.72, Best MSE 59.86 
Epoch 190: loss 0.00000126, MAE 22.57, MSE 76.50, Best MAE 18.72, Best MSE 59.86 
Epoch 191: loss 0.00000122, MAE 23.39, MSE 80.37, Best MAE 18.72, Best MSE 59.86 
Epoch 192: loss 0.00000123, MAE 23.64, MSE 86.01, Best MAE 18.72, Best MSE 59.86 
Epoch 193: loss 0.00000125, MAE 21.41, MSE 74.52, Best MAE 18.72, Best MSE 59.86 
Epoch 194: loss 0.00000120, MAE 26.63, MSE 86.66, Best MAE 18.72, Best MSE 59.86 
Epoch 195: loss 0.00000122, MAE 22.18, MSE 77.99, Best MAE 18.72, Best MSE 59.86 
Epoch 196: loss 0.00000122, MAE 21.56, MSE 77.68, Best MAE 18.72, Best MSE 59.86 
Epoch 197: loss 0.00000120, MAE 20.49, MSE 73.00, Best MAE 18.72, Best MSE 59.86 
Epoch 198: loss 0.00000117, MAE 24.23, MSE 74.81, Best MAE 18.72, Best MSE 59.86 
Epoch 199: loss 0.00000125, MAE 21.67, MSE 77.50, Best MAE 18.72, Best MSE 59.86 
Epoch 200: loss 0.00000120, MAE 22.01, MSE 77.69, Best MAE 18.72, Best MSE 59.86 
Epoch 201: loss 0.00000122, MAE 25.06, MSE 85.02, Best MAE 18.72, Best MSE 59.86 
Epoch 202: loss 0.00000124, MAE 25.15, MSE 81.01, Best MAE 18.72, Best MSE 59.86 
Epoch 203: loss 0.00000119, MAE 24.10, MSE 79.66, Best MAE 18.72, Best MSE 59.86 
Epoch 204: loss 0.00000122, MAE 22.05, MSE 77.34, Best MAE 18.72, Best MSE 59.86 
Epoch 205: loss 0.00000120, MAE 22.16, MSE 77.40, Best MAE 18.72, Best MSE 59.86 
Epoch 206: loss 0.00000119, MAE 21.76, MSE 76.96, Best MAE 18.72, Best MSE 59.86 
Epoch 207: loss 0.00000122, MAE 24.29, MSE 80.67, Best MAE 18.72, Best MSE 59.86 
Epoch 208: loss 0.00000123, MAE 21.97, MSE 78.82, Best MAE 18.72, Best MSE 59.86 
Epoch 209: loss 0.00000120, MAE 21.12, MSE 77.75, Best MAE 18.72, Best MSE 59.86 
Epoch 210: loss 0.00000118, MAE 21.67, MSE 77.44, Best MAE 18.72, Best MSE 59.86 
Epoch 211: loss 0.00000119, MAE 21.83, MSE 78.40, Best MAE 18.72, Best MSE 59.86 
Epoch 212: loss 0.00000120, MAE 22.78, MSE 79.09, Best MAE 18.72, Best MSE 59.86 
Epoch 213: loss 0.00000121, MAE 24.61, MSE 86.40, Best MAE 18.72, Best MSE 59.86 
Epoch 214: loss 0.00000118, MAE 22.29, MSE 77.52, Best MAE 18.72, Best MSE 59.86 
Epoch 215: loss 0.00000119, MAE 23.77, MSE 79.29, Best MAE 18.72, Best MSE 59.86 
Epoch 216: loss 0.00000119, MAE 22.24, MSE 83.35, Best MAE 18.72, Best MSE 59.86 
Epoch 217: loss 0.00000121, MAE 21.68, MSE 76.74, Best MAE 18.72, Best MSE 59.86 
Epoch 218: loss 0.00000120, MAE 22.07, MSE 82.28, Best MAE 18.72, Best MSE 59.86 
Epoch 219: loss 0.00000119, MAE 20.19, MSE 74.10, Best MAE 18.72, Best MSE 59.86 
Epoch 220: loss 0.00000119, MAE 20.31, MSE 73.73, Best MAE 18.72, Best MSE 59.86 
Epoch 221: loss 0.00000120, MAE 26.91, MSE 87.11, Best MAE 18.72, Best MSE 59.86 
Epoch 222: loss 0.00000121, MAE 22.83, MSE 79.19, Best MAE 18.72, Best MSE 59.86 
Epoch 223: loss 0.00000119, MAE 23.52, MSE 78.07, Best MAE 18.72, Best MSE 59.86 
Epoch 224: loss 0.00000118, MAE 22.99, MSE 81.63, Best MAE 18.72, Best MSE 59.86 
Epoch 225: loss 0.00000119, MAE 20.97, MSE 78.23, Best MAE 18.72, Best MSE 59.86 
Epoch 226: loss 0.00000119, MAE 20.99, MSE 75.31, Best MAE 18.72, Best MSE 59.86 
Epoch 227: loss 0.00000120, MAE 21.48, MSE 76.41, Best MAE 18.72, Best MSE 59.86 
Epoch 228: loss 0.00000119, MAE 22.04, MSE 79.15, Best MAE 18.72, Best MSE 59.86 
Epoch 229: loss 0.00000116, MAE 25.35, MSE 83.50, Best MAE 18.72, Best MSE 59.86 
Epoch 230: loss 0.00000118, MAE 21.90, MSE 70.99, Best MAE 18.72, Best MSE 59.86 
Epoch 231: loss 0.00000119, MAE 22.45, MSE 82.05, Best MAE 18.72, Best MSE 59.86 
Epoch 232: loss 0.00000117, MAE 20.77, MSE 76.78, Best MAE 18.72, Best MSE 59.86 
Epoch 233: loss 0.00000117, MAE 21.43, MSE 77.96, Best MAE 18.72, Best MSE 59.86 
Epoch 234: loss 0.00000116, MAE 21.40, MSE 77.75, Best MAE 18.72, Best MSE 59.86 
Epoch 235: loss 0.00000116, MAE 21.67, MSE 74.55, Best MAE 18.72, Best MSE 59.86 
Epoch 236: loss 0.00000118, MAE 23.24, MSE 81.51, Best MAE 18.72, Best MSE 59.86 
Epoch 237: loss 0.00000121, MAE 26.71, MSE 90.12, Best MAE 18.72, Best MSE 59.86 
Epoch 238: loss 0.00000120, MAE 22.33, MSE 79.84, Best MAE 18.72, Best MSE 59.86 
Epoch 239: loss 0.00000118, MAE 21.80, MSE 79.24, Best MAE 18.72, Best MSE 59.86 
Epoch 240: loss 0.00000116, MAE 22.72, MSE 78.38, Best MAE 18.72, Best MSE 59.86 
Epoch 241: loss 0.00000116, MAE 21.97, MSE 80.60, Best MAE 18.72, Best MSE 59.86 
Epoch 242: loss 0.00000116, MAE 21.61, MSE 79.62, Best MAE 18.72, Best MSE 59.86 
Epoch 243: loss 0.00000116, MAE 22.23, MSE 79.36, Best MAE 18.72, Best MSE 59.86 
Epoch 244: loss 0.00000115, MAE 22.89, MSE 80.41, Best MAE 18.72, Best MSE 59.86 
Epoch 245: loss 0.00000116, MAE 22.35, MSE 78.31, Best MAE 18.72, Best MSE 59.86 
Epoch 246: loss 0.00000115, MAE 20.61, MSE 77.19, Best MAE 18.72, Best MSE 59.86 
Epoch 247: loss 0.00000115, MAE 20.24, MSE 74.22, Best MAE 18.72, Best MSE 59.86 
Epoch 248: loss 0.00000118, MAE 22.45, MSE 79.95, Best MAE 18.72, Best MSE 59.86 
Epoch 249: loss 0.00000119, MAE 24.10, MSE 82.95, Best MAE 18.72, Best MSE 59.86 
Epoch 250: loss 0.00000117, MAE 22.82, MSE 81.85, Best MAE 18.72, Best MSE 59.86 
Epoch 251: loss 0.00000117, MAE 23.96, MSE 79.91, Best MAE 18.72, Best MSE 59.86 
Epoch 252: loss 0.00000118, MAE 22.94, MSE 82.76, Best MAE 18.72, Best MSE 59.86 
Epoch 253: loss 0.00000116, MAE 23.19, MSE 80.42, Best MAE 18.72, Best MSE 59.86 
Epoch 254: loss 0.00000115, MAE 23.07, MSE 81.59, Best MAE 18.72, Best MSE 59.86 
Epoch 255: loss 0.00000114, MAE 22.23, MSE 81.95, Best MAE 18.72, Best MSE 59.86 
Epoch 256: loss 0.00000113, MAE 21.35, MSE 77.88, Best MAE 18.72, Best MSE 59.86 
Epoch 257: loss 0.00000116, MAE 23.53, MSE 82.46, Best MAE 18.72, Best MSE 59.86 
Epoch 258: loss 0.00000115, MAE 21.48, MSE 77.31, Best MAE 18.72, Best MSE 59.86 
Epoch 259: loss 0.00000115, MAE 23.89, MSE 86.76, Best MAE 18.72, Best MSE 59.86 
Epoch 260: loss 0.00000116, MAE 21.79, MSE 77.77, Best MAE 18.72, Best MSE 59.86 
Epoch 261: loss 0.00000116, MAE 28.90, MSE 86.18, Best MAE 18.72, Best MSE 59.86 
Epoch 262: loss 0.00000116, MAE 21.38, MSE 78.35, Best MAE 18.72, Best MSE 59.86 
Epoch 263: loss 0.00000112, MAE 23.90, MSE 83.31, Best MAE 18.72, Best MSE 59.86 
