Epoch 1: loss 0.00000188, MAE 33.13, MSE 87.03, Best MAE 33.13, Best MSE 87.03 
Epoch 202: loss 0.00000126, MAE 23.20, MSE 77.14, Best MAE 18.32, Best MSE 59.86 
Epoch 203: loss 0.00000126, MAE 20.55, MSE 73.51, Best MAE 18.32, Best MSE 59.86 
Epoch 204: loss 0.00000128, MAE 21.33, MSE 75.87, Best MAE 18.32, Best MSE 59.86 
Epoch 205: loss 0.00000126, MAE 20.49, MSE 73.93, Best MAE 18.32, Best MSE 59.86 
Epoch 206: loss 0.00000125, MAE 21.62, MSE 75.45, Best MAE 18.32, Best MSE 59.86 
Epoch 207: loss 0.00000131, MAE 21.90, MSE 71.87, Best MAE 18.32, Best MSE 59.86 
Epoch 208: loss 0.00000125, MAE 20.82, MSE 74.24, Best MAE 18.32, Best MSE 59.86 
Epoch 209: loss 0.00000128, MAE 22.59, MSE 77.52, Best MAE 18.32, Best MSE 59.86 
Epoch 210: loss 0.00000128, MAE 21.73, MSE 74.71, Best MAE 18.32, Best MSE 59.86 
Epoch 211: loss 0.00000123, MAE 21.98, MSE 75.82, Best MAE 18.32, Best MSE 59.86 
Epoch 212: loss 0.00000127, MAE 21.07, MSE 74.47, Best MAE 18.32, Best MSE 59.86 
Epoch 213: loss 0.00000125, MAE 21.03, MSE 73.50, Best MAE 18.32, Best MSE 59.86 
Epoch 214: loss 0.00000127, MAE 23.56, MSE 74.67, Best MAE 18.32, Best MSE 59.86 
Epoch 215: loss 0.00000126, MAE 23.18, MSE 74.76, Best MAE 18.32, Best MSE 59.86 
Epoch 216: loss 0.00000125, MAE 19.64, MSE 72.14, Best MAE 18.32, Best MSE 59.86 
Epoch 217: loss 0.00000125, MAE 21.65, MSE 75.51, Best MAE 18.32, Best MSE 59.86 
Epoch 218: loss 0.00000126, MAE 22.35, MSE 75.87, Best MAE 18.32, Best MSE 59.86 
Epoch 219: loss 0.00000126, MAE 20.88, MSE 74.12, Best MAE 18.32, Best MSE 59.86 
Epoch 220: loss 0.00000126, MAE 21.29, MSE 73.54, Best MAE 18.32, Best MSE 59.86 
Epoch 221: loss 0.00000123, MAE 22.60, MSE 77.74, Best MAE 18.32, Best MSE 59.86 
Epoch 222: loss 0.00000123, MAE 23.05, MSE 76.85, Best MAE 18.32, Best MSE 59.86 
Epoch 223: loss 0.00000128, MAE 21.94, MSE 75.44, Best MAE 18.32, Best MSE 59.86 
Epoch 224: loss 0.00000124, MAE 22.47, MSE 73.62, Best MAE 18.32, Best MSE 59.86 
Epoch 225: loss 0.00000124, MAE 22.27, MSE 76.20, Best MAE 18.32, Best MSE 59.86 
Epoch 226: loss 0.00000123, MAE 22.15, MSE 72.54, Best MAE 18.32, Best MSE 59.86 
Epoch 227: loss 0.00000122, MAE 23.03, MSE 74.23, Best MAE 18.32, Best MSE 59.86 
Epoch 228: loss 0.00000123, MAE 20.19, MSE 72.38, Best MAE 18.32, Best MSE 59.86 
Epoch 229: loss 0.00000122, MAE 21.93, MSE 76.05, Best MAE 18.32, Best MSE 59.86 
Epoch 230: loss 0.00000118, MAE 21.72, MSE 74.59, Best MAE 18.32, Best MSE 59.86 
Epoch 231: loss 0.00000124, MAE 22.07, MSE 76.91, Best MAE 18.32, Best MSE 59.86 
Epoch 232: loss 0.00000127, MAE 21.54, MSE 77.32, Best MAE 18.32, Best MSE 59.86 
Epoch 233: loss 0.00000125, MAE 21.56, MSE 74.16, Best MAE 18.32, Best MSE 59.86 
Epoch 234: loss 0.00000124, MAE 22.30, MSE 76.22, Best MAE 18.32, Best MSE 59.86 
Epoch 235: loss 0.00000124, MAE 22.23, MSE 78.88, Best MAE 18.32, Best MSE 59.86 
Epoch 236: loss 0.00000123, MAE 20.29, MSE 75.42, Best MAE 18.32, Best MSE 59.86 
Epoch 237: loss 0.00000124, MAE 20.28, MSE 72.55, Best MAE 18.32, Best MSE 59.86 
Epoch 238: loss 0.00000122, MAE 23.45, MSE 76.75, Best MAE 18.32, Best MSE 59.86 
Epoch 239: loss 0.00000119, MAE 22.00, MSE 79.85, Best MAE 18.32, Best MSE 59.86 
Epoch 240: loss 0.00000121, MAE 27.70, MSE 84.74, Best MAE 18.32, Best MSE 59.86 
Epoch 241: loss 0.00000123, MAE 24.13, MSE 77.88, Best MAE 18.32, Best MSE 59.86 
Epoch 242: loss 0.00000124, MAE 21.60, MSE 60.62, Best MAE 18.32, Best MSE 59.86 
Epoch 243: loss 0.00000129, MAE 20.74, MSE 74.18, Best MAE 18.32, Best MSE 59.86 
Epoch 244: loss 0.00000125, MAE 22.28, MSE 82.27, Best MAE 18.32, Best MSE 59.86 
Epoch 245: loss 0.00000119, MAE 20.42, MSE 70.27, Best MAE 18.32, Best MSE 59.86 
Epoch 246: loss 0.00000124, MAE 22.11, MSE 75.88, Best MAE 18.32, Best MSE 59.86 
Epoch 247: loss 0.00000126, MAE 22.05, MSE 74.98, Best MAE 18.32, Best MSE 59.86 
Epoch 248: loss 0.00000122, MAE 21.09, MSE 73.30, Best MAE 18.32, Best MSE 59.86 
Epoch 249: loss 0.00000121, MAE 22.21, MSE 76.52, Best MAE 18.32, Best MSE 59.86 
Epoch 250: loss 0.00000121, MAE 25.67, MSE 83.61, Best MAE 18.32, Best MSE 59.86 
Epoch 251: loss 0.00000122, MAE 20.75, MSE 73.87, Best MAE 18.32, Best MSE 59.86 
Epoch 252: loss 0.00000119, MAE 18.91, MSE 68.56, Best MAE 18.32, Best MSE 59.86 
Epoch 253: loss 0.00000121, MAE 20.58, MSE 74.10, Best MAE 18.32, Best MSE 59.86 
Epoch 254: loss 0.00000121, MAE 21.57, MSE 74.76, Best MAE 18.32, Best MSE 59.86 
Epoch 255: loss 0.00000124, MAE 20.10, MSE 72.28, Best MAE 18.32, Best MSE 59.86 
Epoch 256: loss 0.00000122, MAE 21.23, MSE 74.31, Best MAE 18.32, Best MSE 59.86 
Epoch 257: loss 0.00000121, MAE 19.83, MSE 73.30, Best MAE 18.32, Best MSE 59.86 
Epoch 258: loss 0.00000120, MAE 22.52, MSE 76.15, Best MAE 18.32, Best MSE 59.86 
Epoch 259: loss 0.00000122, MAE 20.86, MSE 76.13, Best MAE 18.32, Best MSE 59.86 
Epoch 260: loss 0.00000121, MAE 20.65, MSE 77.28, Best MAE 18.32, Best MSE 59.86 
Epoch 261: loss 0.00000121, MAE 21.99, MSE 77.43, Best MAE 18.32, Best MSE 59.86 
Epoch 262: loss 0.00000121, MAE 19.76, MSE 70.07, Best MAE 18.32, Best MSE 59.86 
Epoch 263: loss 0.00000120, MAE 22.64, MSE 80.24, Best MAE 18.32, Best MSE 59.86 
